# ORB_Ext(ms), Stereo matching(ms), Preintegrate_IMU(ms), Pose pred(ms), LocalMap_track(ms), NewKF_dec(ms)
311.599386,14.512113,0.000000,0.000000,0.000000,0.000000,107.770997
11.495646,18.210203,0.000000,39.776369,12.208938,0.148408,81.193050
12.645495,13.132203,0.000000,5.928411,9.499395,0.072693,48.356244
9.240858,15.556718,0.000000,9.086321,11.273470,0.078394,21.828242
11.002349,11.791843,0.000000,5.688778,11.307351,0.095369,50.698641
9.129505,16.424453,0.000000,10.519464,13.192385,0.128430,84.922143
9.184656,14.930572,0.000000,6.739618,10.954030,0.082519,19.462926
10.674173,12.108826,0.000000,4.976608,14.754459,0.151206,61.114601
9.128143,15.707958,0.000000,7.286301,11.671915,0.090095,71.462753
7.459936,11.592120,0.000000,5.168053,10.032787,0.060629,63.275078
8.074408,11.865697,0.000000,5.720227,10.623888,0.059573,41.969279
7.919880,12.281575,0.000000,7.007029,11.487483,0.067921,54.800345
10.730356,12.924373,0.000000,5.338765,12.679923,0.060500,68.830752
8.851570,13.486066,0.000000,6.142161,12.630827,0.076480,81.432239
8.135987,14.027990,0.000000,6.763099,12.852495,0.070728,53.070709
7.932340,14.539862,0.000000,5.426044,13.558385,0.062743,56.334408
7.871789,12.962120,0.000000,6.934011,11.977344,0.062349,106.773245
7.396000,13.288389,0.000000,7.331324,14.894061,0.087368,23.939173
11.737059,11.041015,0.000000,4.136633,15.513742,0.091674,21.205858
7.470002,11.003021,0.000000,5.571907,15.672967,0.142594,39.114620
8.082197,11.994883,0.000000,3.694549,11.664848,0.069427,61.903199
7.556331,12.019417,0.000000,4.357077,11.900770,0.070306,119.237729
8.182842,12.424582,0.000000,7.296066,17.337501,0.154275,81.786051
7.656034,12.572317,0.000000,5.693431,14.496859,0.081171,43.091005
7.518180,11.877575,0.000000,5.842286,12.902095,0.063196,72.456508
7.278911,12.630360,0.000000,5.280564,13.023220,0.079290,59.165218
7.600725,12.351741,0.000000,4.657218,13.102666,0.064120,51.854617
7.563857,11.812538,0.000000,4.016958,11.629148,0.073920,96.609188
7.592906,12.774379,0.000000,4.969520,14.534960,0.057799,43.177853
8.278916,12.947374,0.000000,4.327623,12.747917,0.051171,71.276238
10.304550,15.231220,0.000000,6.957173,19.296742,0.114509,137.695162
8.340512,15.206052,0.000000,9.808628,19.219168,0.104178,31.216217
9.601014,12.146306,0.000000,5.005593,19.125649,0.095875,26.198574
7.801960,12.335046,0.000000,6.570965,20.118800,0.166518,51.826906
8.572419,14.057759,0.000000,5.005431,15.861039,0.121044,50.302668
8.113113,14.254065,0.000000,4.008362,16.507657,0.077972,82.712447
8.570749,14.227514,0.000000,5.689004,14.965494,0.059313,22.314383
11.413426,11.771009,0.000000,3.007274,14.371907,0.074967,46.099763
7.153844,13.804752,0.000000,6.482713,15.518475,0.089462,52.200753
7.780791,14.571567,0.000000,4.287945,17.351159,0.078802,103.346802
7.685079,13.849773,0.000000,5.669422,16.587827,0.081582,78.351146
7.369074,12.951360,0.000000,6.529626,18.768463,0.085432,103.877691
7.699842,13.885577,0.000000,6.460436,18.999029,0.095186,27.047424
8.837333,12.771034,0.000000,4.528129,18.460321,0.090606,59.454386
7.302640,12.498429,0.000000,7.005611,19.441518,0.098813,28.099154
11.878849,11.152863,0.000000,3.831346,16.771885,0.092327,72.598335
8.070028,14.161973,0.000000,6.563314,17.234730,0.095880,25.244941
9.033781,11.114772,0.000000,3.928686,19.769891,0.148230,25.299484
7.716398,11.535577,0.000000,4.233811,20.462799,0.145663,41.986180
7.367140,12.001782,0.000000,3.440646,17.943786,0.143445,72.374160
7.992230,13.713757,0.000000,4.293562,15.624581,0.062842,99.878246
7.512857,13.745101,0.000000,4.497957,16.335252,0.075736,84.816308
7.690199,13.776903,0.000000,6.365348,19.739360,0.096025,27.528941
11.571487,11.609581,0.000000,4.722658,20.696648,0.089509,59.756483
7.443098,12.731253,0.000000,5.940854,20.550715,0.085000,100.803390
7.399114,12.846278,0.000000,4.883273,19.426048,0.081445,111.678649
7.301580,13.405777,0.000000,6.889263,24.856810,0.126761,33.637284
11.968617,12.922161,0.000000,4.296678,20.944051,0.098399,68.581018
7.329626,12.658229,0.000000,5.740751,20.478625,0.154385,57.280787
7.250777,11.782879,0.000000,3.879996,18.334427,0.072441,69.460628
8.142222,12.423535,0.000000,4.368656,17.146613,0.069594,65.346416
7.771378,12.218477,0.000000,4.974140,19.318936,0.074195,60.478426
8.063131,12.684173,0.000000,4.566227,19.851392,0.076679,61.430191
7.204753,12.615937,0.000000,4.455089,19.307792,0.084407,120.890583
7.160886,13.049897,0.000000,5.944512,22.496551,0.094791,85.358296
7.157173,12.846049,0.000000,5.764996,22.406851,0.090684,100.898594
7.135563,13.257059,0.000000,6.632179,23.176236,0.106201,77.917002
7.694784,12.140182,0.000000,5.838079,22.258659,0.090386,112.232288
7.576119,13.160172,0.000000,13.200741,123.042534,0.153356,206.336623
9.665488,15.969567,0.000000,8.536060,33.246694,0.109584,120.072840
7.995351,12.977192,0.000000,13.281138,93.182901,0.141250,156.135317
8.114169,12.531364,0.000000,7.984051,28.541117,0.131855,63.293439
12.289368,13.010771,0.000000,5.957235,23.928902,0.081144,86.874502
7.796897,12.312726,0.000000,9.200795,23.255010,0.093198,73.627682
7.736938,13.258658,0.000000,6.817276,25.485217,0.094582,100.495297
7.490509,13.427699,0.000000,8.407043,26.235017,0.116806,36.437474
10.637907,12.385827,0.000000,5.655870,26.084442,0.160230,70.259786
7.397383,13.351054,0.000000,6.948224,23.845056,0.093827,96.421305
8.938988,12.959268,0.000000,7.415675,26.641724,0.131036,80.797560
7.462865,12.792677,0.000000,7.943818,29.041233,0.105496,82.908857
7.499718,13.394150,0.000000,6.873173,25.119797,0.104241,66.402135
7.316836,13.462460,0.000000,8.015809,28.227401,0.103810,81.080319
7.593024,14.124987,0.000000,9.422542,31.977430,0.113175,91.025369
7.379011,13.616245,0.000000,9.609200,32.676497,0.120595,44.212360
11.566388,12.444832,0.000000,7.311370,38.038725,0.156525,47.649830
7.430709,12.874314,0.000000,8.368639,35.461216,0.186993,94.439296
7.284882,14.291082,0.000000,7.316433,33.130572,0.127214,41.998622
10.692047,13.579397,0.000000,6.131017,25.670214,0.113143,33.457473
7.246265,13.042513,0.000000,5.619465,23.221979,0.092178,30.394242
7.209981,12.022776,0.000000,4.268636,24.278014,0.090045,83.935169
7.761266,13.868060,0.000000,7.772130,28.889559,0.112087,66.946936
7.879011,13.072655,0.000000,7.625001,27.925371,0.100065,37.177378
9.022178,11.110749,0.000000,5.813691,23.932728,0.095402,31.320394
7.909917,12.477863,0.000000,7.286498,35.585702,0.093328,45.005176
7.463636,11.984898,0.000000,4.774288,23.938922,0.128587,30.790032
7.994156,11.519787,0.000000,3.914120,24.580077,0.087130,53.618359
7.229361,12.542850,0.000000,4.227764,25.901500,0.088688,100.667641
8.313219,12.882041,0.000000,6.389804,24.985238,0.087377,33.000066
11.839119,11.851850,0.000000,4.530335,26.360587,0.072595,48.835302
7.356835,13.780704,0.000000,5.406570,21.187456,0.091842,28.124611
12.357236,11.894030,0.000000,3.234482,21.202709,0.083153,25.904201
6.852588,12.122398,0.000000,3.723275,18.014745,0.082147,23.072625
7.132059,12.210941,0.000000,3.190462,18.837979,0.072393,23.348897
7.210922,13.186842,0.000000,3.296684,20.173648,0.172276,25.414402
7.343611,12.620918,0.000000,2.482254,20.033770,0.088501,74.983955
7.331362,13.236641,0.000000,5.471052,20.781174,0.062052,43.596849
12.312646,12.453007,0.000000,4.595142,20.644229,0.186773,27.057271
9.443904,12.115495,0.000000,5.893377,26.888406,0.117327,34.290356
8.772684,11.930273,0.000000,8.045099,24.959936,0.069181,35.579139
7.214499,10.742393,0.000000,3.450315,15.489040,0.067899,85.911049
7.467093,14.260650,0.000000,6.954506,19.453723,0.081937,67.594545
7.371261,13.247064,0.000000,6.281472,16.403176,0.072922,23.905041
8.626410,13.015746,0.000000,4.931349,17.276289,0.084686,23.669498
7.406421,11.887314,0.000000,4.597214,12.450767,0.068927,56.627489
7.823375,12.728047,0.000000,7.251458,14.599842,0.081456,23.225535
