# Timestamp KF, Num CovKFs, Num KFs, Num RecentMPs, Num MPs, processKF, MPCulling, CreateMP, SearchNeigh, BA, KFCulling, [numFixKF_LBA]
6116541000,13,60,861,4752,19.529668,0.452933,81.725429,0.000130,0.000000,0.000000,0
6220278000,17,61,857,4737,23.467354,0.786069,65.971711,0.000116,0.000000,0.000000,0
6323895000,12,62,846,4866,23.338220,0.628404,80.878413,0.000132,0.000000,0.000000,0
6427659000,14,63,827,4911,21.737472,0.673780,69.528601,0.000119,0.000000,0.000000,0
6531383000,13,64,855,4975,20.375767,0.531987,64.132231,0.000126,0.000000,0.000000,0
6634992000,14,65,812,4960,19.841346,0.556453,78.749914,0.000152,0.000000,0.000000,0
6738741000,14,66,826,5057,21.655452,0.547021,85.487234,0.000108,0.000000,0.000000,0
6842350000,15,67,776,5093,22.256953,0.556015,58.128156,0.000111,0.000000,0.000000,0
6945963000,16,68,700,5065,20.151313,0.464711,54.102795,0.000115,0.000000,0.000000,0
7049705000,17,69,661,5119,18.956181,0.407161,61.101504,0.000117,0.000000,0.000000,0
7153323000,18,70,648,5145,19.041680,0.388846,55.001486,0.000105,0.000000,0.000000,0
7256934000,18,71,605,5143,18.635740,0.366952,52.265689,0.000093,0.000000,0.000000,0
7360549000,19,72,598,5195,20.365569,0.387359,65.026413,0.000143,0.000000,0.000000,0
7464167000,16,73,609,5239,18.272053,0.405425,55.105009,0.000130,0.000000,0.000000,0
7567786000,17,74,621,5308,18.234837,0.325536,55.847852,0.000136,0.000000,0.000000,0
7671396000,17,75,661,5393,20.533294,0.447966,65.661134,0.000125,0.000000,0.000000,0
7775144000,19,76,584,5395,20.599497,0.397517,43.277885,0.000168,0.000000,0.000000,0
7878754000,20,77,631,5535,21.685683,0.397130,69.013392,0.000115,0.000000,0.000000,0
7982493000,21,78,636,5680,19.188039,0.305985,50.647780,0.000132,0.000000,0.000000,0
8086111000,20,79,727,5857,21.764712,0.641889,80.303900,0.000120,0.000000,0.000000,0
8189849000,22,80,805,6088,20.963452,0.408481,72.667893,0.000111,0.000000,0.000000,0
8293470000,21,81,830,6167,21.191440,0.427170,55.950454,0.000123,0.000000,0.000000,0
8397102000,22,82,788,6245,21.133339,0.410198,66.881322,0.000107,0.000000,0.000000,0
8500847000,23,83,808,6379,23.271854,0.558605,84.369836,0.000128,0.000000,0.000000,0
8604438000,22,84,784,6434,22.320211,0.560979,54.081505,0.000114,0.000000,0.000000,0
