# number of KF, number of MP, UpdateLM[ms], SearchLP[ms], PoseOpt[ms]
44,6160,1.883222,4.486217,4.696991
44,6160,2.046204,4.611280,4.395573
45,6300,1.790275,4.220102,3.851324
45,6300,1.784876,4.335025,4.006635
44,6160,1.274755,3.562795,4.197120
44,6160,1.212658,3.430090,3.652432
45,6300,1.222060,3.504134,3.734179
44,6160,1.260010,3.423005,3.993693
45,6300,1.166972,3.445228,3.949875
44,6160,2.549850,4.159132,4.016042
45,6091,1.389017,4.095789,5.690424
46,6209,1.329296,3.977053,4.487876
45,6069,2.015164,4.706763,4.515838
45,6069,1.950182,4.584979,4.312123
46,6356,1.866623,4.716476,4.795584
46,5959,1.594365,4.376123,4.729397
46,5937,1.863302,4.151908,4.186813
48,6195,2.833212,4.790544,4.862783
48,6195,2.030801,4.321601,3.540119
48,6195,1.917611,4.219000,3.562178
48,6195,1.657418,3.982920,3.848770
48,6195,1.339588,3.544338,3.959452
48,6195,1.271014,3.304887,3.772223
48,6195,1.236699,3.236921,2.735651
49,6341,1.360900,3.952570,5.656167
49,6317,1.511139,4.560132,3.880110
49,6317,2.079949,4.621579,3.828916
49,6317,1.972432,4.439120,4.464853
49,6317,2.172156,4.418353,4.096030
50,6631,1.994606,4.432393,3.752862
50,6439,2.618917,6.205355,8.186577
52,6674,1.644826,4.327979,5.136004
52,6674,2.370109,4.701750,5.181780
52,6674,2.286102,5.193849,4.855482
52,6674,2.404038,4.596282,5.295029
52,6674,2.431391,4.848002,6.078407
52,6674,2.148401,4.239803,5.483449
55,6860,4.491718,4.263060,7.691711
56,6878,1.886050,4.130705,8.552593
57,6741,2.004740,3.700275,8.219223
57,6646,1.953840,3.778112,7.506662
57,6646,2.706433,4.163170,5.450700
58,6722,2.387591,3.973654,5.611040
58,6828,2.648151,4.154122,6.887911
58,6648,2.334933,4.140994,6.695849
58,6648,2.558650,3.760874,6.518503
58,6648,3.049594,3.808586,6.568414
58,6648,4.356526,3.889292,5.832864
58,6648,2.778052,3.679393,6.074995
58,6648,2.610635,3.952832,5.214166
58,6648,3.398176,4.798312,7.404356
58,6648,1.916715,2.949542,4.931793
56,6302,1.735306,2.632156,4.905911
58,6648,2.646970,2.642016,5.313730
58,6648,1.657017,2.623409,6.305304
56,6302,1.560253,2.550130,5.319547
56,6302,1.597763,2.549561,5.302651
58,6648,1.559436,2.555608,4.816140
58,6648,1.632350,2.582712,5.826286
58,6648,1.537588,2.541812,5.047168
58,6648,1.526816,2.634380,5.578005
58,6648,1.525997,2.595141,6.216702
58,6648,2.751991,4.267307,8.124122
58,6648,1.637698,2.692038,4.713031
58,6648,1.561476,2.725885,5.393464
59,6735,1.495263,2.665911,5.076069
59,6735,1.459011,2.687164,5.409199
59,6735,1.487053,2.709570,5.060904
61,6901,1.636278,2.833493,4.706999
59,6735,1.468824,2.668304,5.102185
62,6992,1.548012,4.420386,4.997965
62,6992,1.513358,2.679219,4.805928
63,7080,2.541241,4.163970,6.685371
63,7080,2.496463,4.563972,6.462725
65,7318,1.652787,3.014156,4.942886
68,7654,1.571082,3.148783,4.602654
70,7747,1.593879,3.294804,4.666086
52,5983,1.339977,3.182941,5.000669
52,5983,1.297373,3.142161,5.558709
63,7355,1.617160,3.754078,5.128259
82,10089,2.397567,4.929722,3.873121
82,10131,1.871773,4.592226,4.705684
82,10131,26.161249,7.008256,7.016249
81,9906,1.956336,5.125308,4.731440
81,9879,1.953391,4.672535,4.432609
81,10268,1.825200,4.482438,4.700314
81,10257,1.799326,4.397542,4.179210
75,9795,1.584325,4.258271,4.869688
80,9845,1.694819,4.202678,4.070716
63,9125,1.503009,4.034380,4.718604
61,8694,1.407562,3.998366,4.668367
58,7999,1.346671,4.242083,4.505003
58,7999,1.932655,5.105476,4.611317
62,8167,1.619481,4.198501,4.265009
64,8473,1.673640,4.061629,4.950128
62,8167,1.385860,4.036253,5.104912
62,8167,1.464271,4.059072,5.402680
62,8167,1.465194,3.973356,5.594500
63,8492,1.773548,4.990317,7.826800
65,8718,1.990848,5.070386,6.207959
65,8725,2.626160,5.961118,6.198302
65,8786,2.515803,6.369318,6.401556
65,8713,2.496615,5.253313,6.074633
65,8713,2.589963,5.687125,4.865676
65,8713,2.390403,5.495789,5.160456
66,8858,2.192567,5.420272,4.759009
65,8713,1.756305,4.782107,4.358969
65,8713,1.530904,4.429459,3.240150
63,8571,1.393852,4.137710,3.849890
65,8713,1.821290,4.750058,3.921722
65,8713,1.514972,4.293538,3.685562
64,8572,1.437407,4.162930,4.157084
66,8858,1.456536,3.955994,4.249781
66,8858,1.439840,3.998663,3.628417
66,8858,1.544851,3.981542,3.367649
66,8845,1.874075,4.764534,4.568442
66,8832,2.594298,6.388977,3.865647
66,8832,3.121900,6.058716,4.201898
65,8642,2.292698,5.486830,3.118589
65,8642,1.942032,5.176109,3.767115
66,8831,1.605577,4.459529,3.240692
66,8988,1.755660,5.103129,5.340129
66,8974,1.934338,5.027757,3.963154
66,8974,2.655813,5.645502,4.183375
66,8974,2.664458,5.612830,4.216046
67,9271,2.475543,5.606423,4.060516
67,9057,2.403213,5.778480,4.102016
67,9036,1.931698,5.157243,4.278882
69,9336,2.608431,6.433886,5.490943
68,9066,1.895030,5.282944,4.482614
68,9066,3.029671,6.544926,4.435622
68,9066,3.351891,6.530440,4.023461
69,9211,2.831461,6.863970,4.573086
69,9211,2.893526,5.973470,3.799684
69,9211,2.498796,5.571790,3.523775
69,9211,2.277465,5.570269,3.524958
69,9211,1.678663,4.515904,3.769658
70,9358,1.836349,5.365304,6.062717
70,9343,2.187862,5.569554,4.780138
70,9343,2.906852,6.124003,4.541164
71,9626,3.032749,6.611981,5.697731
71,9443,2.995008,6.503545,5.357288
71,9398,2.005154,5.476785,5.129381
71,9398,2.949273,6.267485,4.339173
71,9398,2.894528,6.147627,3.741996
71,9398,2.960345,6.123643,4.283830
71,9398,2.632615,5.746491,3.880727
71,9398,2.301739,5.637895,3.738366
71,9398,2.364534,5.820976,3.783649
71,9398,2.968338,4.935218,3.489011
71,9398,1.668770,4.316719,3.455028
71,9398,1.598093,4.303969,2.994137
72,9455,1.888675,5.074984,5.876817
71,9292,2.173217,5.397039,4.601610
72,9437,2.954042,6.155632,3.942725
72,9437,3.117508,6.629725,4.538463
72,9437,3.317841,6.483030,3.867840
73,9838,2.785034,6.095363,5.144805
73,9838,6.609200,6.407938,4.318030
73,9615,2.296154,5.839018,4.525625
73,9594,2.260914,5.742826,4.629971
72,9449,3.038390,6.332287,4.274484
74,9887,2.886562,6.234014,5.043115
77,10281,3.085231,6.687907,4.273711
75,9823,2.121758,5.445969,4.873657
76,10027,2.115727,5.920344,7.043071
76,9919,2.013103,5.634876,4.764703
77,10185,3.099077,6.593383,5.220042
77,9956,2.420970,5.860045,5.737773
77,9919,3.009889,5.853748,4.717413
78,10178,2.691571,5.822121,5.386932
78,10022,2.895609,6.113513,4.882151
77,9761,2.242344,5.459772,5.462259
77,9761,3.479620,6.649356,4.798690
77,9761,3.283685,6.659100,5.510326
78,9884,3.264252,6.303671,4.233314
79,10267,5.905915,6.171363,5.728589
79,10267,3.215438,6.423967,5.294668
79,9987,2.324019,5.528088,5.059913
79,9971,2.528952,5.540076,5.722464
80,10272,3.650162,6.171353,5.290482
72,9413,2.337318,6.022730,5.906978
79,10031,2.682897,5.914082,6.017678
81,10278,2.920021,5.753597,6.765604
80,10106,3.198236,6.443386,7.250555
77,9422,2.469967,5.264376,7.613828
81,9953,2.594074,5.586682,7.799032
81,9963,2.401058,5.255606,7.884073
78,9585,3.395432,5.793178,6.920870
79,9664,3.159948,5.487351,8.785387
74,9420,3.181696,5.509817,7.040279
80,9565,2.841152,5.224616,7.879288
81,9660,2.496584,4.841426,7.484931
72,9099,3.220681,5.368360,6.743673
79,9492,2.814397,4.844742,6.698958
80,9380,2.582086,4.577564,6.389760
72,8913,3.201859,4.881480,6.785995
77,9330,3.318546,4.985106,5.516282
80,9380,3.285385,4.947600,5.483866
80,9380,3.295683,4.995461,5.399698
70,8819,2.950506,4.710486,4.956875
80,9380,3.179087,4.799837,4.377001
78,9170,2.899494,4.305998,4.460508
81,9651,3.012959,4.966391,6.311491
81,9761,2.333733,4.208505,5.925662
81,9622,2.810062,4.291202,5.148208
80,9586,3.311005,5.074575,5.128352
81,9731,3.202144,4.931363,4.459790
77,9362,3.170599,4.911228,4.747039
80,9499,2.908074,4.794177,4.520809
82,9764,2.750257,4.837338,4.308363
77,9782,2.333516,4.665797,6.823361
56,7389,1.735501,4.379635,5.340799
63,8663,2.722677,5.019997,5.494756
49,6246,2.097368,4.512209,4.461352
49,6462,2.049431,4.507293,4.379980
55,6915,2.226895,4.640284,3.787713
63,9031,2.480976,5.400822,3.973422
88,11130,2.985632,6.160173,3.939813
89,11335,2.534244,6.017306,6.542978
98,12415,2.859841,6.579467,5.228270
100,12493,3.672206,7.755752,5.044904
90,11667,3.340140,6.961744,4.464415
94,12156,3.526559,7.406573,4.188047
89,12106,3.107002,6.540969,3.921476
81,10919,9.276766,5.799001,3.726656
75,9925,2.148476,4.686191,3.599675
75,9925,1.757587,4.258541,3.614112
75,9925,1.552596,3.955658,3.708225
75,9925,1.987403,4.040624,3.660801
75,9925,1.597746,4.008077,3.333185
75,9925,1.590341,3.948219,3.405239
73,9657,2.490087,5.319079,3.555266
73,9657,1.855881,4.756377,3.077752
63,8589,1.405114,3.785306,3.538433
73,9657,1.577929,3.932271,3.480868
73,9657,1.495732,3.792512,3.693019
73,9657,1.482247,4.133443,3.403802
73,9657,1.645988,3.892978,3.703474
73,9657,5.663484,4.224683,3.653411
74,9670,1.859595,5.671170,5.109397
74,9648,2.011675,5.111611,4.058476
73,9553,3.442552,8.083409,5.528467
73,9219,1.929596,5.144213,3.870737
73,9219,2.687159,5.575609,3.197073
73,9369,2.540699,5.429760,4.257206
74,9284,2.142359,5.334916,5.097723
76,9631,2.736946,5.900935,3.520910
74,9284,2.781620,5.606000,3.422431
74,9284,2.398871,5.408798,2.873843
74,9284,2.162037,5.030363,3.468353
74,9284,1.762511,4.412158,3.319551
74,9284,1.541019,3.897181,3.264247
74,9284,2.099808,4.815192,2.990109
76,9631,1.781839,4.146959,3.239181
74,9284,1.584271,3.858973,2.891749
75,9534,1.736595,4.502577,5.042641
77,9868,2.364032,4.996361,4.522712
75,9521,2.839423,5.704550,3.945097
75,9521,2.783287,5.520424,3.061407
76,9852,2.843766,5.890769,4.228166
76,9605,2.281986,5.203593,4.077344
76,9589,2.352477,4.949468,3.384329
77,9964,2.462570,5.146060,3.907705
77,9597,2.539187,5.684849,4.271090
77,9576,2.062100,5.125844,3.595659
78,9836,2.805500,6.076975,5.122699
78,9811,2.142235,5.067100,4.305244
78,9811,2.934395,6.015860,3.718433
78,9811,3.156612,6.770944,3.529941
78,9811,3.594021,6.434681,3.059604
78,9811,2.968554,6.076937,2.886436
79,10248,2.775819,5.677508,4.423994
79,9972,2.754653,5.607059,4.304048
79,9860,2.116853,4.943703,3.946288
79,9860,2.982753,5.649213,4.340113
79,9860,2.996756,5.693768,3.589732
79,9860,3.125850,6.446344,4.155874
79,9860,3.225329,5.685636,3.572509
79,9860,2.407688,4.956327,3.686474
79,9860,1.938818,4.471637,5.039095
79,9860,1.769408,4.044067,4.668653
80,9911,2.027860,4.836486,6.126926
80,9890,2.313652,5.349282,5.696690
80,9890,3.287289,6.213152,4.757589
80,9890,3.479498,6.671890,5.641173
80,9890,3.781041,6.438384,4.211013
80,9890,2.993555,5.675735,5.186326
80,9890,2.610556,5.328688,4.877957
81,9946,2.429901,5.779595,6.834483
81,9908,2.274102,5.652647,6.780076
81,9908,3.441798,6.565725,6.301040
81,9908,3.455483,6.838926,6.495325
81,9943,3.574941,6.461467,7.245453
81,9943,2.918743,6.711829,7.746813
81,9705,2.344044,5.083854,7.311046
81,9705,3.100568,5.839511,5.880913
81,9705,3.307273,6.186942,4.959608
81,9705,3.086380,5.872818,6.155404
81,9705,3.299625,6.325334,6.749526
81,9705,2.974958,5.753634,5.422360
81,9705,2.583006,5.558329,4.945905
81,9705,2.053293,4.665167,5.940222
80,9480,2.050544,4.944351,5.092243
81,9705,1.823260,4.381901,4.970262
81,9705,1.820852,4.238818,5.275164
81,9831,1.750258,4.193973,5.232888
81,9705,1.684607,3.988293,5.115403
81,9705,1.674311,4.020358,4.488890
81,9705,1.974724,4.320499,4.685466
81,9705,2.386054,5.165840,4.505784
81,9705,1.848414,4.383729,4.277990
81,9705,1.797014,4.286393,4.310066
81,9705,1.614268,4.271689,4.456123
81,9620,2.069929,5.222560,6.995464
81,9578,2.034336,5.067148,5.900331
81,9091,2.816124,5.509834,6.527308
81,9091,3.106281,5.612706,5.897682
81,8900,2.043425,4.751536,6.490836
81,8820,2.142524,4.893345,7.440538
81,8770,2.093270,4.669439,5.964234
81,8847,2.742058,5.155181,6.136551
82,8897,2.321115,5.313620,6.204338
82,8897,3.272344,5.937877,5.467217
83,9185,2.859702,5.240477,5.462121
83,9190,2.507981,5.988210,5.348192
82,8891,1.972423,4.819558,5.390515
82,8891,2.790349,5.172846,4.144821
82,8891,2.883619,5.558911,4.163986
82,8891,3.056102,5.551714,3.596291
83,9026,2.817089,5.002194,3.847718
82,8931,2.682102,5.045280,2.957361
83,9026,2.687853,4.974821,2.615256
83,9026,2.444805,4.453157,2.303304
84,9471,2.489961,4.808283,3.965808
83,9234,1.979417,5.019960,4.290410
83,9233,2.591910,4.877169,3.931110
82,8972,2.895797,5.076472,3.024167
81,9247,2.665069,4.766105,2.665191
84,9328,2.535836,4.481106,2.790880
81,9193,1.834464,3.807283,2.800831
82,9328,1.581931,3.412038,2.572254
84,9328,1.458295,3.098659,2.434219
82,9192,2.078516,3.701773,2.814398
83,9193,2.818731,3.618733,2.893785
84,9337,1.922935,3.898004,3.373198
84,9327,2.512771,4.161628,3.471606
84,9327,2.658639,4.604685,3.598487
85,9612,2.694505,4.624489,4.005654
86,9365,2.152614,4.184861,3.739017
87,9500,2.849748,4.719893,3.514376
85,9251,2.559411,5.149445,3.616752
87,9706,2.708439,4.876973,5.101818
85,9317,3.207140,4.900096,4.330331
87,9400,2.037172,3.750176,4.469790
84,8670,11.987592,4.034909,4.559244
88,8853,2.214818,3.836848,5.442168
81,9162,2.252252,4.048019,4.337936
86,9051,2.402001,3.691295,3.526820
84,8918,5.716763,4.207060,3.348115
81,8815,1.732469,3.191368,3.275252
66,8117,2.330774,2.830164,3.244445
82,8846,1.578684,2.698599,3.199810
81,9167,1.956700,3.309199,4.655308
81,9057,2.257270,3.653882,4.076825
53,6749,1.692034,2.971356,3.271921
85,8874,1.923507,3.214055,2.762235
75,9081,3.355833,5.928889,6.577960
84,9492,5.266522,5.425527,5.803849
81,9480,3.554146,5.377353,4.445015
89,10084,3.740743,5.846955,5.636181
90,9729,2.017696,3.455904,4.051858
92,9716,2.613253,3.868734,3.193844
93,9851,2.655200,3.739060,3.575554
93,9851,2.794132,3.758953,3.362375
93,9851,2.071264,2.980481,2.852370
93,9851,1.717251,2.500970,2.639002
88,9842,1.531302,2.228220,2.285270
83,9702,1.477313,2.160635,2.341367
91,9897,1.847079,2.780710,3.492618
90,9728,2.623728,3.432973,2.842442
60,7186,1.808508,2.544993,2.316853
90,10000,2.555880,3.290501,3.488646
81,9618,1.899316,2.919225,2.781204
95,10162,2.685316,3.738253,3.240197
78,9526,1.698624,2.543409,2.311397
76,8759,1.993477,2.859378,3.590020
74,8245,1.650784,2.778542,4.058728
84,9118,2.125920,2.828804,3.467542
88,9213,1.961674,2.684784,2.955214
82,9668,2.205293,3.314884,5.477910
83,9421,2.109578,3.078035,3.651009
82,9351,1.907832,2.945393,2.958262
83,9678,1.791940,3.237937,5.005156
83,9668,2.187340,3.304760,3.224249
81,9612,2.032037,3.133278,2.632125
82,9849,1.937119,3.106465,2.229524
81,9824,1.640210,3.085788,4.331208
81,9824,2.071120,3.223903,2.457152
81,9834,1.870251,3.046391,1.816920
89,10018,1.879998,3.077129,3.165007
81,9712,1.931270,2.888158,2.424973
81,9712,1.530024,2.446934,1.740007
81,9798,1.639475,2.823214,3.312946
49,5431,1.210320,2.180031,2.590711
44,4500,0.913942,1.881890,1.848550
47,4968,0.966485,2.062330,3.820218
45,4863,1.068434,2.163994,3.311699
45,4863,1.196083,2.200760,2.352925
43,4442,1.029102,2.014100,3.991019
47,5083,1.143044,1.967900,2.324604
46,4995,0.956527,1.698768,1.793282
46,5534,2.069872,2.254837,2.985322
37,5204,1.086687,1.988963,2.559666
46,5029,1.111171,1.673037,1.592156
44,4454,0.894658,1.741845,3.437414
44,4454,1.010026,1.584654,2.309376
43,5300,1.585564,2.106689,4.025995
44,4356,1.106119,1.851284,2.559851
44,4356,0.883804,1.676853,2.339174
43,5395,1.109571,2.348038,3.549637
31,3822,0.916450,1.718308,2.927356
32,3943,1.385342,1.993297,3.300704
47,4611,1.172722,1.730646,3.168497
48,4633,1.225189,2.133977,3.855471
40,4315,0.980235,1.724016,3.141063
39,4419,1.048216,2.180854,4.128848
40,4390,1.014582,2.101558,3.566488
48,4617,1.111324,1.975110,2.679232
49,5011,1.154053,2.588484,5.215916
38,5232,1.118798,2.440424,3.784541
37,5198,0.904691,2.193329,3.167609
24,3386,0.622067,1.709507,2.812661
36,5311,0.806406,1.922184,3.169416
56,6107,1.205803,2.312762,2.308138
45,4966,1.144353,2.215417,4.442954
47,5063,1.128700,2.413828,3.246869
46,5038,0.966849,2.189790,3.193445
23,3847,0.626334,1.841751,2.257384
28,3788,0.635561,1.704789,2.122822
29,3758,0.706436,1.939962,3.880845
29,3758,0.757607,1.890336,2.784184
45,4947,0.995969,2.001004,2.727784
49,4977,0.920448,1.801945,2.124792
58,6068,1.258047,2.364236,3.326391
41,5463,1.203737,2.176857,2.902597
40,5281,0.986010,1.887165,3.002892
60,6264,1.388873,2.788590,5.002425
60,6264,1.667006,2.738693,4.416617
63,6501,1.504352,2.488778,3.585574
55,5901,1.009606,2.100207,3.026817
43,5582,1.027172,2.313081,3.626699
30,3816,0.953431,1.957899,3.712257
30,3817,0.834038,1.930823,3.580010
39,5522,1.224617,2.208359,2.894086
42,5775,1.269280,2.829326,3.988900
30,3729,0.866329,2.119773,3.565854
28,3773,0.896702,2.483352,4.521928
39,5714,1.272144,2.843351,4.033149
39,5845,1.313105,3.114724,5.252844
41,5805,1.200200,2.616033,4.815210
49,6166,1.316908,2.655871,4.360731
47,5119,1.344028,2.861542,6.026504
39,4513,1.520846,2.656829,4.288361
30,3750,1.096494,2.276554,4.470176
43,6026,1.387532,2.710390,3.801157
48,6300,1.389386,2.821065,5.243992
49,6336,1.588358,3.025788,4.675713
49,6336,1.600467,3.274282,4.495825
42,4774,1.097707,2.417830,4.088082
42,4774,0.975453,2.321215,3.381264
41,4797,0.989436,2.222640,3.290990
42,5233,1.702273,3.750836,7.727516
43,5196,1.931519,4.518138,5.763823
39,4937,1.544900,2.735751,5.365185
39,4937,1.614674,3.218756,4.785059
37,4783,0.977898,2.541589,5.108912
37,4783,0.906859,2.492460,4.172997
34,4679,0.845839,2.438353,4.084052
31,4446,0.824789,2.331121,3.634676
31,4487,0.981971,2.593456,5.977706
31,4487,1.143537,2.857594,5.557394
31,4487,1.117426,2.846306,4.836434
34,5182,1.214095,3.291982,5.354323
31,4487,1.122342,2.703863,4.108567
31,4487,0.867553,2.418747,4.240966
31,4487,0.806285,2.315066,3.818123
26,3846,0.743120,2.154215,3.574765
26,3846,0.724707,2.027396,3.520175
25,3879,0.947110,2.762149,5.461203
25,3879,0.896030,2.411934,5.147936
19,3491,0.685938,2.198286,4.173266
17,3182,0.786310,2.374058,3.742428
19,3345,0.689481,2.149098,3.536837
19,3345,0.626881,1.810294,2.944429
20,3413,0.617759,1.677456,2.962087
21,3744,0.763272,1.961195,4.914556
21,3739,0.797480,2.922487,4.750597
17,3374,0.746163,2.049095,3.156769
18,3508,0.626168,1.781928,2.775902
17,3374,0.546548,1.528432,2.778535
17,3374,0.605518,1.607329,2.156114
15,3158,0.638667,1.685196,3.538062
15,3158,0.567550,1.504431,3.478539
15,3336,0.566268,1.342633,2.169844
16,3339,0.495620,1.160102,1.683585
9,2681,0.401687,1.063155,2.869035
12,2821,0.467189,1.076394,2.314034
11,2731,0.382700,0.928307,1.537799
6,2078,0.487684,0.870764,1.606496
7,1980,0.265211,0.786281,2.905580
7,1980,0.297576,0.871327,1.548561
7,1980,0.254372,0.783136,1.389088
8,2017,0.344008,0.975264,2.437325
8,2017,0.334180,0.982287,1.992578
9,2030,0.372171,0.977444,2.969496
9,2030,0.436747,0.928756,2.181747
7,1603,0.252156,0.810428,1.972236
8,1740,0.305799,0.962351,3.408951
8,1740,0.300627,0.943213,2.390944
8,1740,0.272746,0.840935,1.742919
9,1873,0.336113,1.014602,3.328672
9,1873,0.364140,1.007432,2.636678
9,1873,0.293473,0.937118,2.469090
9,1873,0.288082,0.859700,2.038787
10,2004,0.368736,1.078325,3.520873
10,2004,0.389061,1.036529,2.748605
10,2004,0.345289,1.013334,1.785865
11,2237,0.588166,1.223067,3.659779
11,2237,0.436781,0.979422,2.521306
11,2237,0.333814,0.907114,1.657114
11,2042,0.361619,1.126187,2.954066
12,2265,0.426002,1.070316,2.279718
12,2265,0.363197,0.955314,1.839314
13,2313,0.420707,1.044060,3.209031
13,2313,0.439690,1.043521,2.184502
13,2313,0.377900,0.998480,1.831889
14,2447,0.443919,1.197936,3.367978
12,2027,0.393632,0.977750,1.783081
12,2027,0.337228,0.874687,1.457564
13,2166,0.532881,1.220083,3.770151
13,2166,0.436640,1.128865,2.241947
16,2628,0.514449,1.369370,2.956975
16,2628,1.632101,1.355999,2.791480
17,2676,0.486540,1.560433,3.054074
15,2256,0.791918,1.221731,2.278511
16,2318,0.503336,1.201447,3.363722
16,2318,0.556101,1.336265,2.879309
16,2318,0.527517,1.199918,2.034013
17,2503,0.556064,1.465184,3.571568
17,2503,0.568117,1.394779,2.338553
17,2503,0.444688,1.231978,1.880828
18,2662,0.513849,1.386251,3.055774
18,2662,0.552030,1.270102,2.255464
18,2662,0.465601,1.115267,1.661319
19,2754,0.517329,1.357700,2.690792
19,2754,0.693574,1.463507,2.133700
19,2669,0.550145,1.530797,3.241704
20,2818,0.603042,1.356232,2.025706
21,2898,0.596816,1.498512,3.216307
21,2898,0.632552,1.389699,2.263481
22,2889,0.568489,1.404844,2.949112
22,2889,0.631476,1.437088,1.834688
23,2983,0.563819,1.393713,3.184949
23,2983,0.672152,1.430674,2.137104
23,2933,0.591862,1.542457,2.975825
24,3082,0.771343,1.570850,2.203137
24,3082,0.642781,1.255422,1.543736
25,3177,0.603490,1.341047,2.462241
25,3177,0.673840,1.455610,2.083350
26,3245,0.610043,1.453808,2.304326
26,3245,0.645719,1.431437,2.106063
27,3322,0.626201,1.633785,3.009859
19,2594,0.581402,1.442479,1.839310
19,2594,0.818399,1.375785,1.543325
20,2780,0.632984,1.443066,3.151105
20,2777,0.581422,1.347796,2.054059
22,2953,0.536060,1.222466,1.381912
23,3173,0.552083,1.551952,2.797644
22,3087,0.559164,1.285602,1.405044
25,3316,0.626971,1.474297,2.801183
20,2794,0.894827,1.417569,1.976662
22,2973,0.521508,1.115406,1.383468
23,2932,0.522935,1.177758,2.925716
23,2932,0.551154,1.176658,1.966990
27,3370,0.654093,1.290757,2.606930
25,3117,0.608738,1.187544,2.193230
19,2587,0.468719,1.223051,2.513821
17,2620,0.473154,1.236939,1.545925
20,2753,0.530697,1.201630,2.478134
20,2653,0.531177,1.246801,1.674588
25,3148,1.573635,1.511712,3.008743
22,2912,0.621287,1.201391,1.671422
23,2948,0.561006,1.223357,2.583843
22,2859,0.592403,1.175856,1.842847
20,2519,0.489753,1.231534,2.991672
22,2777,0.668337,1.435250,1.785952
23,2949,0.594562,1.251717,2.692268
20,2579,0.560571,1.201283,1.849529
23,2898,0.572876,1.268337,2.662398
24,3030,0.661812,1.192024,1.822275
25,3084,0.595400,1.301249,2.610324
24,2952,0.584047,1.191258,1.659278
20,2534,0.585975,1.523042,2.515922
24,2940,0.815262,1.678533,3.077932
16,2104,0.435098,1.125958,2.038226
20,2482,0.553078,1.445583,3.147184
20,2482,0.558061,1.127814,1.617216
18,2333,0.449002,1.296157,2.404078
19,2323,0.530113,1.310289,3.016144
19,2229,0.545944,1.269296,3.639114
20,2355,0.658251,1.510593,2.344260
21,2483,0.522309,1.337499,2.822404
23,2636,0.585819,1.244363,2.254266
22,2667,0.534659,1.324698,3.553591
22,2667,0.595252,1.205981,2.316042
22,2667,0.490308,1.040786,1.578955
21,2618,0.517969,1.168902,2.799476
20,2541,0.590856,1.221504,1.982150
23,2775,0.686819,1.814356,3.470795
29,3579,1.153242,1.653351,2.862273
24,2878,0.670315,1.438373,3.208703
24,2878,0.637072,1.529417,2.224358
23,2808,0.616665,1.576540,3.175781
22,2738,0.545594,1.212942,1.880792
23,2719,0.593363,1.372528,2.837926
26,2954,0.652769,1.212111,1.824354
27,2957,0.710431,1.639285,3.066510
28,3054,0.686799,1.610739,3.183553
28,3054,0.690329,1.376417,1.956493
29,3232,0.737170,1.679437,3.502853
29,3220,0.715797,1.446041,2.199763
36,4120,0.923952,2.053442,3.212177
43,4692,0.974343,2.007803,2.036673
31,3658,1.132125,2.866543,4.218505
31,3586,0.726708,1.666474,2.240603
30,3568,0.812399,1.885985,2.821504
30,3554,0.872422,1.812682,1.982721
26,3202,0.728425,1.783073,3.045644
33,3732,0.814566,1.670545,1.737989
29,3477,0.747148,1.748856,3.058789
18,2514,0.474339,1.276755,1.707847
25,3181,0.725903,1.681690,3.320058
25,3172,0.885449,1.595125,2.020148
24,3084,0.604306,1.325102,1.530560
22,3141,0.709701,1.741426,3.821588
26,3334,0.685565,1.515044,2.209697
26,3334,0.644717,1.319819,1.371514
30,3753,0.701662,1.609460,2.079863
22,3263,0.573065,1.328575,1.637425
19,2915,0.520426,1.344662,3.666579
27,3410,0.715417,1.333485,1.761554
20,2734,0.498834,1.172857,2.748784
34,3906,0.799633,1.355905,1.661519
35,3919,0.757199,1.369291,2.189405
36,3843,0.798215,1.583654,3.084501
37,3380,0.776135,1.503740,2.873809
32,3189,0.676423,1.357387,2.808266
33,3346,0.680128,1.757165,3.257313
25,2390,0.560699,1.127609,2.083914
26,2587,0.568115,1.288267,3.216194
26,2587,0.569842,1.271552,2.168614
27,2725,0.596407,1.614704,2.784080
27,2725,0.622128,1.406926,2.260454
31,3273,0.718854,1.609500,3.218723
41,4008,1.014301,1.917211,2.043791
42,4102,0.888004,1.985252,3.354590
32,3367,0.754925,1.643472,2.047182
29,2924,0.635901,1.655466,2.976684
33,3731,0.772356,1.585998,2.094930
44,4379,0.980637,1.965584,2.889061
44,4379,0.941418,1.797408,1.960352
45,4513,0.929133,1.970474,3.459320
31,3189,0.719994,1.548547,2.133120
29,3023,0.607021,1.592560,2.868291
46,4624,1.081391,1.889537,1.865277
47,4700,1.034875,2.052771,3.019793
30,3092,0.869757,1.735566,1.953147
38,4347,0.995149,1.994359,2.806172
31,3147,0.678532,1.429006,1.876076
39,4123,0.965856,1.886219,3.082688
39,4117,0.862903,1.596374,2.360996
36,4289,0.810795,1.556375,1.784074
36,4516,1.038320,2.427769,3.860014
26,2764,0.734460,1.882972,2.340619
25,2586,0.609172,2.197543,3.953945
25,2587,0.811140,2.283374,3.863484
24,3072,0.873167,2.266979,4.201797
26,2629,0.844879,2.033268,3.061304
26,2687,0.815722,2.015107,3.518316
39,4598,1.365703,2.723394,3.131816
43,4710,1.226207,2.624407,3.580202
31,2941,0.850609,1.990087,3.564103
31,3059,0.916373,2.100451,3.837049
45,4962,1.898794,3.464830,3.665085
33,3269,1.076784,2.513920,3.585648
33,3261,1.064910,2.255733,3.008942
