#Stereo rect[ms], MP culling[ms], MP creation[ms], LBA[ms], KF culling[ms], Total[ms]
24.246607,0.941688,27.560759,55.793937,0.957496,109.501040
25.805065,0.619609,35.894032,70.785891,1.071589,134.176640
24.805630,0.571503,39.061748,68.119086,1.252840,133.811509
35.573515,0.505002,46.798491,78.181906,1.447102,162.506748
29.805796,0.608343,50.703671,90.650835,1.758443,173.527613
26.023635,0.577043,56.392933,97.313378,1.870726,182.178266
25.026581,0.952823,59.966746,119.274074,2.421679,207.645168
23.239648,1.290126,54.063051,111.430543,2.417865,192.444901
22.408976,0.935846,58.497828,105.780341,2.648450,190.272226
25.080155,0.676544,52.161392,122.109852,2.535935,202.564417
22.645921,0.583450,54.853886,83.583835,2.438334,164.106123
37.802887,0.543211,63.053957,87.228214,2.664089,191.293046
28.852079,0.493316,96.385777,130.257828,3.051105,259.040994
25.082480,0.523128,66.404808,93.985397,3.026807,189.023170
23.831982,0.506035,72.601937,149.159739,3.344631,249.445263
22.490203,0.582044,67.696451,106.362481,3.186804,200.318602
22.134741,0.681380,106.223064,117.914925,3.413903,250.368797
22.162982,0.521783,78.233973,115.405852,3.547532,219.872826
21.448560,0.538021,84.713924,157.309586,3.775599,267.786448
20.713366,0.724321,88.977050,128.210529,3.992015,242.618045
20.290994,0.711537,89.662213,130.998563,4.278964,245.943086
20.111547,0.759363,83.243493,125.379787,4.225831,233.721080
19.263936,0.721180,80.784391,159.519021,4.043360,264.332865
18.718393,0.685638,79.761189,111.219089,3.952205,214.337073
18.590297,0.676918,84.488841,131.439757,26.151857,261.348406
18.873844,0.665416,82.637506,165.842996,4.528074,272.548876
18.523217,0.628319,77.095439,127.677915,4.121962,228.047660
18.329769,0.641678,82.359958,173.691877,4.906295,279.930593
17.989771,0.565369,87.301140,101.903725,4.376495,212.137844
17.842923,0.564677,82.805360,94.598845,4.383100,200.195918
17.733608,0.880909,84.865036,123.095426,4.359885,230.935582
16.950356,0.604314,76.633308,86.970404,4.246412,185.405532
17.170149,0.570211,73.890750,88.118782,4.308663,184.059392
16.935220,0.459562,70.019268,120.407039,3.450015,211.271865
16.622482,0.499538,96.972561,75.751953,4.260304,194.107551
16.208338,0.502408,67.404496,73.456515,3.807050,161.379568
17.251829,0.637103,84.862176,132.623369,4.927623,240.307798
17.417471,1.085256,73.692856,109.661143,4.481976,206.344598
16.445770,0.782021,73.257176,71.150885,3.700862,165.337466
15.595333,0.576375,65.952931,74.805454,2.804458,159.735167
21.321298,0.650741,65.019121,80.124790,2.595793,169.712306
20.193543,0.694984,77.130007,66.406867,3.077004,167.503183
18.607703,0.704857,69.923961,85.813824,4.161913,179.212998
18.352077,0.595145,91.278296,62.347177,3.080918,175.654305
18.361265,0.581632,67.366198,63.981807,3.464481,153.756168
17.682437,0.639201,78.828538,79.267670,2.454355,178.872756
17.427993,0.638165,85.908842,101.350820,2.940212,208.266666
17.251911,0.856255,74.823947,94.222663,2.353176,189.508693
16.261028,0.892061,51.986443,71.965497,1.761750,142.867305
15.917297,0.649966,41.796389,66.097306,1.781101,126.242798
15.778992,0.481642,38.976928,50.655288,1.290542,107.183993
30.691481,0.393262,31.954311,48.831635,1.036948,112.908313
33.113361,0.640286,137.905853,210.177482,9.915869,391.753644
30.319396,0.530553,108.569051,262.503562,12.051160,413.974626
28.286819,0.531063,151.444215,228.203932,9.063568,417.530360
27.278960,0.692873,115.900624,251.657275,6.390132,401.920658
26.891592,0.545463,117.255840,258.380192,9.034324,412.108082
26.797612,0.803125,141.201101,290.679532,8.401898,467.884478
26.480054,0.597995,114.512217,227.948420,7.068307,376.607674
25.290362,0.501377,96.791867,58.050376,9.882783,190.517553
25.697608,0.569644,126.000822,238.270085,8.261636,398.800866
29.184521,0.595155,101.019301,190.208029,10.128754,331.136471
33.850910,0.894754,111.959206,320.408804,8.533897,475.653313
26.814783,0.813857,109.996099,306.235442,10.415211,454.276036
26.938754,0.515234,101.391790,324.247205,13.921816,467.015521
26.060354,0.583907,144.947489,62.313384,9.477089,243.382849
27.216727,0.566777,99.098898,169.531744,9.518332,305.933247
28.471974,0.690341,108.022348,327.272734,43.121713,507.579751
54.513456,0.499770,92.728542,0.000000,0.000000,147.742569
50.288380,0.372511,111.767049,298.597374,12.907353,473.933123
50.005511,0.430584,135.876494,726.488600,26.365643,939.167612
33.144146,0.453736,113.075021,419.064309,12.255700,577.993555
32.513999,0.510195,120.380879,549.537638,13.198247,716.144323
33.591499,0.819367,119.739550,414.299463,10.398747,578.849529
32.900967,0.606687,111.178847,458.456102,13.670586,616.814042
31.619478,0.507046,150.107251,508.768592,10.042027,701.045068
39.913827,0.497694,145.413078,510.727454,16.418058,712.971450
57.068899,0.567352,79.898664,0.000000,0.000000,137.535496
50.463982,0.365423,71.369100,0.000000,0.000000,122.199053
48.979009,0.172771,103.838711,284.379997,11.920299,449.291268
50.627888,0.336790,116.461064,703.797828,17.132260,888.361369
38.918586,0.398043,113.726513,178.724411,8.862292,340.632712
67.401140,0.266578,101.453016,356.698037,16.298070,542.117840
30.410446,0.444863,117.778682,381.733842,15.477595,545.846152
28.634473,0.371091,126.121177,418.135749,10.297949,583.561347
29.871117,0.573382,118.022383,84.771539,11.825723,245.064752
31.370974,0.553495,119.893005,633.315091,18.500832,803.634034
28.978023,0.507840,121.665008,327.422711,12.392744,490.966927
31.271165,0.594504,119.411871,555.296328,18.656420,725.231060
29.332566,0.554462,129.818718,641.930696,17.540104,819.177407
46.299415,0.483768,129.790852,393.957574,12.432799,582.964976
40.601599,0.529779,128.981264,0.000000,0.000000,170.113307
36.610536,0.436491,131.489068,99.497580,20.423445,288.457755
38.667564,0.499702,134.127983,231.974645,12.497012,417.767496
38.399411,0.511525,141.313254,566.134553,13.591190,759.953652
41.404717,0.638107,150.586827,107.606345,21.166708,321.403412
41.228301,0.502377,164.724395,236.695202,12.975240,456.126166
41.699034,0.485400,133.697288,0.000000,0.000000,175.882369
44.308713,0.355398,132.537945,334.081933,14.701630,525.986194
45.668189,0.439875,0.038197,0.000000,0.000000,46.158917
43.720874,0.250133,129.173163,91.783236,47.579774,312.507970
46.688679,0.329186,133.078837,881.491840,13.081707,1074.671052
50.684530,0.471382,121.749357,628.581428,22.203277,823.690658
32.084960,0.429494,123.316927,624.386154,22.556274,802.774585
32.145534,0.665887,138.533933,542.734792,25.087425,739.168395
43.423244,1.882856,148.982796,89.906414,20.384464,304.586984
37.266156,0.608876,97.215792,216.847960,9.505513,361.444928
35.950780,0.437404,97.523906,357.870593,16.825217,508.608669
32.004293,0.510411,117.426997,409.736974,10.136352,569.815631
31.641468,0.546396,113.070488,198.837268,10.874158,354.970553
31.852972,0.608151,128.336254,91.317323,17.058530,269.173930
32.096698,0.489631,122.823597,614.818470,11.669916,781.898943
30.517020,0.744065,122.927987,549.106328,19.500085,722.796305
33.489541,0.550624,128.761754,601.818867,19.585836,784.207865
37.220175,0.601549,136.664716,417.908060,12.164228,604.559328
39.605308,0.610590,137.759320,609.262811,19.975681,807.214358
47.943021,0.563202,132.343863,217.279178,12.230260,410.360152
40.210253,0.534046,124.762463,0.000000,0.000000,165.507837
39.128806,0.368998,136.329199,77.691730,14.566361,268.085606
41.231959,0.389183,130.738520,235.014931,10.437754,417.812980
40.453457,0.552539,135.797764,895.390604,12.566422,1084.761442
29.927870,0.626669,118.570160,450.617259,18.844380,618.587017
28.437858,0.663933,116.547493,277.797033,9.855362,433.302367
27.970985,0.622481,104.076259,356.353343,9.551830,498.575494
28.182472,0.762696,106.537644,137.081386,7.996180,280.561062
31.761233,0.377353,9.029690,0.000000,0.000000,41.168725
26.658971,0.367257,113.254209,286.832971,20.211407,447.325564
27.491335,1.052676,113.163142,225.979517,14.158944,381.850898
103.153204,1.027866,154.966773,175.249876,6.324233,440.722534
35.413362,1.199662,119.784548,321.082699,19.062348,496.543478
29.049654,0.784861,106.680222,299.216562,8.930609,444.662753
25.776597,0.595355,95.526299,40.474422,5.920264,168.294033
40.268713,0.667097,102.364523,85.481339,5.751988,234.534384
30.234110,0.545806,23.646713,0.000000,0.000000,54.427422
27.608448,0.452584,99.489675,211.184622,4.665293,343.401182
28.466133,0.555285,110.060282,167.517859,13.070592,319.670885
27.607592,0.628741,107.274596,241.509128,12.797479,389.818719
23.809733,0.684669,90.632756,153.056317,12.310291,280.494443
22.616467,0.585421,89.369138,117.430169,12.014935,242.017373
21.471429,0.601555,96.408872,144.987086,12.512151,275.982410
20.832304,0.621262,95.125215,170.328362,9.208768,296.116872
21.032888,0.735391,95.888311,136.301950,5.662305,259.621687
20.431022,0.577495,89.907118,145.512331,8.638225,265.066847
19.221442,0.631188,87.719210,129.859994,4.277400,241.709978
19.755349,0.605420,90.587452,183.402217,6.289920,300.641338
19.394429,0.552264,87.202949,142.102525,4.207627,253.470276
19.933845,0.714226,90.925626,123.338878,4.419219,239.335224
22.130726,0.827630,86.368712,112.527518,4.320643,226.176041
21.464808,0.438362,114.621527,151.855402,4.942973,293.323724
20.429390,0.483596,93.223157,122.254950,6.359717,242.751541
19.375944,0.690279,87.822584,131.607868,6.216661,245.714520
18.371978,0.659423,80.666538,110.557268,5.400835,215.656793
18.522801,0.486250,76.825049,135.962505,6.514305,238.311524
19.865997,0.372601,105.410826,144.737267,7.276040,277.663651
20.166623,0.446623,87.083850,159.610748,7.740840,275.049505
20.061272,0.442285,117.778902,130.559350,4.926750,273.769160
20.048831,0.375436,83.441843,125.542009,5.014740,234.423605
21.224131,0.396589,65.289587,0.000000,0.000000,86.911074
21.636735,0.340581,77.264480,0.000000,0.000000,99.242484
22.012427,0.234023,86.875426,0.000000,0.000000,109.122373
22.543121,0.206829,114.423193,275.031326,9.234392,421.439501
24.067538,0.372593,95.299903,202.452839,9.460146,331.653857
22.881938,0.412954,144.045344,251.296343,9.729944,428.367945
22.838547,0.632088,110.510976,301.342035,8.805879,444.130667
26.251891,0.805360,93.705881,232.402795,39.845191,393.012026
36.911090,0.672604,93.220088,174.085642,5.925351,310.815499
28.907311,0.757112,75.030488,114.075980,4.784281,223.555999
24.412114,0.653443,52.168838,79.700205,3.267096,160.202457
22.355498,0.670940,46.269864,60.889364,1.231851,131.417914
20.907749,0.415334,41.838430,52.080855,1.156876,116.399731
20.385026,0.437271,47.601514,56.068897,1.287575,125.780915
19.782908,0.401914,51.351563,65.115399,1.267909,137.920397
18.981561,0.362507,47.342903,74.661624,1.541043,142.890179
18.586334,0.497321,55.208513,69.652430,1.564178,145.509341
18.017878,0.426603,59.411212,82.426336,1.811786,162.094328
17.889071,0.512449,45.162270,80.048748,1.864264,145.477310
17.356575,0.448978,49.365271,84.203112,1.912729,153.287367
17.395689,0.440952,56.384489,95.365219,2.136378,171.723375
17.096981,0.454689,56.873378,71.479401,2.329535,148.234606
17.665611,0.468096,63.190867,109.245417,2.494488,193.065050
18.742571,0.553295,67.438328,87.875618,2.851433,177.462346
18.974157,0.625604,68.981751,185.301711,3.193915,277.084796
18.784386,1.003999,66.643741,119.329261,2.945757,208.707996
17.895240,0.501729,64.791145,122.868044,3.158849,209.215815
17.019139,0.523448,70.160760,137.545567,3.701343,228.954440
17.805912,0.631249,76.370879,102.827938,3.207544,200.844396
23.851257,0.527758,76.160353,123.336506,3.155858,227.032427
21.956109,0.512229,73.205790,89.520984,3.121216,188.316882
20.191855,0.428536,76.718912,101.086455,3.303809,201.730329
19.388823,0.383650,74.806661,132.845782,3.885793,231.311635
18.837386,0.486686,72.676775,94.454579,3.388336,189.844403
18.441400,0.386896,68.124116,100.742096,3.186055,190.881202
18.003585,0.402747,73.513773,69.139402,3.037343,164.097410
30.709417,0.515035,73.311717,99.107781,2.908798,206.553457
24.788264,0.473684,68.080014,68.697905,2.749900,164.790461
22.106195,0.448271,56.416451,60.465496,2.671546,142.108695
21.493053,0.591138,61.819049,82.951541,3.168141,170.023711
19.765580,0.402144,68.990750,60.735933,2.857471,152.752812
19.780464,0.386478,69.983461,110.925328,3.045021,204.121550
19.042934,0.415679,72.344507,66.051099,3.568020,161.422880
19.004988,0.393736,72.086623,75.429403,3.171813,170.087636
18.607576,0.439065,68.365867,63.085029,2.632001,153.130129
17.892265,0.449435,70.660563,84.167781,2.969529,176.140442
18.021382,0.436721,70.926935,90.436430,2.679873,182.502353
17.368558,0.414890,68.108794,68.508238,2.786305,157.187606
17.384997,0.416645,76.527300,79.974830,3.398053,177.702543
16.757259,0.409686,99.515047,14.720133,2.862733,134.265619
16.640421,0.498843,79.715035,81.101726,3.513283,181.470111
16.636997,0.378807,73.450902,82.667699,3.179952,176.315127
16.765376,0.388720,74.794836,42.023651,2.793355,136.766684
16.758097,0.393036,73.635998,15.198079,2.938961,108.925087
17.367394,0.302513,76.416350,104.767919,3.593283,202.448499
17.483108,0.375475,75.225929,107.459995,3.944797,204.490135
17.601627,0.362051,83.265761,87.877240,3.580593,192.687875
16.510925,0.393234,73.477588,121.712576,3.443640,215.538666
16.282157,0.406283,94.915601,117.443353,3.556089,232.604521
17.390654,0.522836,79.486656,98.993020,4.860440,201.254431
17.146562,0.513712,79.878766,141.487316,3.616531,242.643672
16.482930,0.409096,72.504421,96.226416,4.037857,189.661662
16.608434,0.408487,106.509062,0.000000,0.000000,123.526853
16.796191,0.339439,82.627831,149.235581,3.616092,252.615947
17.760737,0.361105,83.394784,112.666789,3.769399,217.953607
17.518735,0.438749,84.897554,127.373691,3.773297,234.002993
16.912372,0.496569,112.199890,96.937723,4.084947,230.632418
17.047202,0.595552,85.564137,120.239414,4.406876,227.854054
16.986393,0.485279,81.146335,103.922871,3.627084,206.168892
16.631255,0.463650,82.707401,123.901274,3.662641,227.366761
16.007922,0.472860,80.316970,116.186303,4.300627,217.287636
16.268817,0.613281,118.598737,172.503175,4.737723,312.722684
16.018120,0.985279,75.567609,130.225701,3.887849,226.690601
16.302023,0.924364,69.254394,88.372936,3.404448,178.261669
16.162222,0.561185,64.890747,91.206269,3.195776,176.016810
15.406948,0.439045,64.635673,38.005028,2.788351,121.275688
15.816570,0.425535,69.668150,32.071531,2.702878,120.685292
16.254657,0.305757,68.197793,19.047503,1.931361,105.737752
16.231966,0.234274,71.654073,10.497466,2.101449,100.720427
16.238822,0.236597,74.836163,75.381147,2.734879,169.428428
16.636506,0.324167,78.793133,61.497081,2.723063,159.974650
16.292632,0.344911,81.666951,95.236769,3.375965,196.917922
16.460913,0.407345,79.222293,101.318876,3.489106,200.899305
16.867672,0.454893,82.122075,80.150153,4.170032,183.765589
16.756024,0.402346,84.456320,86.509433,3.632314,191.757228
16.389059,0.422981,81.896981,91.191652,5.088702,194.990126
16.916618,0.459028,84.287199,99.691770,5.920169,207.275646
17.180100,0.472866,84.300261,151.535321,3.216294,256.705564
16.593510,0.520928,81.247163,135.864755,3.782513,238.009754
17.047092,0.529640,79.844871,114.850937,3.414765,215.687923
16.664122,0.551141,80.456977,112.192875,4.719434,214.585966
23.179796,0.480722,95.080655,133.156939,4.008895,255.908116
20.584612,0.477714,86.063573,19.060803,26.903661,153.091159
22.380508,0.540843,80.849189,0.000000,0.000000,103.771374
23.659235,0.488005,86.664557,119.918936,3.856536,234.588118
36.782050,0.379394,68.346769,0.000000,0.000000,105.508967
30.657975,0.475918,71.929084,0.000000,0.000000,103.063683
25.064109,0.303438,94.781350,0.000000,0.000000,120.149585
23.418484,0.290513,87.127937,0.000000,0.000000,110.837667
23.005268,0.314852,102.414935,131.547856,4.396844,261.680580
27.079182,0.553932,97.260684,105.285743,4.237493,234.417925
26.168411,0.544330,95.813763,110.273892,3.833640,236.635515
24.414115,0.598011,92.771916,164.112907,7.098098,288.995864
22.023117,0.728087,82.365309,134.713188,5.061241,244.891857
18.436313,0.507188,77.283328,85.163346,4.119547,185.510368
18.004551,0.505179,77.106739,104.807439,4.167693,204.592330
18.193568,0.420477,77.771393,87.608580,4.329845,188.324688
17.493427,0.440124,83.938364,89.963683,4.156538,195.992927
19.043923,1.060263,131.684126,128.865607,4.211854,284.871243
18.490316,0.642707,89.668088,147.207053,3.780858,259.793302
18.570668,0.505810,82.183752,87.640687,3.970437,192.872073
18.008132,0.515028,75.960383,92.288106,3.754625,190.527045
17.527961,0.472995,74.884343,94.906048,4.253342,192.045459
17.306599,0.456121,78.014842,112.336601,5.859001,213.973944
18.375564,0.406302,84.475080,148.942206,3.782741,255.982982
18.674120,0.445984,70.814792,0.000000,0.000000,89.936908
19.360173,0.510996,92.020080,0.000000,0.000000,111.891753
19.467281,0.345144,77.546887,0.000000,0.000000,97.359720
23.932026,0.397295,93.511267,177.814879,5.235812,300.892047
26.267280,0.507254,6.695980,0.000000,0.000000,33.470947
23.368857,0.425935,90.005515,157.619833,4.891081,276.311855
22.428327,0.537848,81.500234,197.115035,4.629798,306.212500
22.115360,0.471677,91.106759,155.821787,31.605423,301.121751
20.967825,0.573560,89.661610,164.943216,5.040510,281.187355
21.520304,0.752816,89.284898,107.305261,5.248891,224.112851
21.506979,0.693004,84.739234,100.597993,5.270207,212.808102
20.395979,0.558244,85.576080,111.459136,5.365295,223.355614
35.840615,0.581307,80.499500,114.665903,5.776741,237.365094
29.274030,0.609844,79.370684,100.198373,5.559603,215.013333
26.623676,0.569917,62.890817,0.000000,0.000000,90.084937
24.114210,0.380122,82.743467,129.228899,5.801432,242.269051
23.968723,0.434395,86.692370,255.166937,5.833253,372.096374
23.733391,0.528408,87.993552,218.175690,6.152374,336.584075
21.953682,0.642732,88.900621,186.877164,5.977639,304.352422
21.138050,0.609210,86.573376,239.401879,6.598264,354.321715
20.942859,0.718847,84.240597,225.890610,6.029994,337.827403
19.587525,0.842266,89.956309,112.059830,5.448222,227.899322
18.850853,0.797332,93.090299,158.122898,5.738226,276.601736
19.449200,0.589117,97.259456,140.084498,4.321520,261.704575
19.371197,0.559885,92.836486,100.781130,3.855378,217.405063
19.459756,0.532368,93.232754,120.014755,3.959876,237.200320
19.394355,0.534057,92.347658,143.780738,4.676212,260.733716
19.124671,0.678970,79.148537,68.261877,3.654550,170.869544
19.041195,0.486374,87.578417,145.435612,4.274074,256.816366
19.107341,0.613883,89.456347,100.609395,3.513366,213.301043
18.598361,0.557228,91.227411,217.959939,4.634765,332.978609
18.608762,0.579819,85.288830,123.759662,4.496077,232.734059
18.221951,0.607674,86.223260,108.497949,4.053954,217.605535
18.576703,0.517604,88.150631,112.145156,3.931816,223.322479
18.834960,0.499910,84.464395,105.143039,3.940774,212.883893
18.526376,0.464000,87.713868,159.003952,4.633281,270.342041
18.209657,0.487591,27.828730,0.000000,0.000000,46.526508
17.948009,0.366890,78.309937,0.000000,0.000000,96.625472
17.918794,0.353344,79.945647,158.978473,4.086529,261.283738
18.512288,0.303209,83.129216,126.219865,4.136009,232.301494
17.892190,0.375814,81.738327,131.856461,4.312608,236.176061
17.737785,0.539959,112.302031,86.385415,4.676003,221.641899
17.209739,0.603705,83.246305,100.008501,4.106504,205.175634
17.601265,0.511795,83.633797,121.738250,4.582308,228.068039
17.562584,0.551992,85.054998,121.958211,4.605195,229.733904
17.287365,0.640394,80.975988,108.254593,4.157117,211.316077
17.110173,0.539002,81.612479,126.108433,4.032935,229.403769
50.961379,0.513073,84.823064,92.235671,4.653043,233.186974
21.219567,0.488104,80.195062,116.081606,4.073287,222.058437
20.916539,0.546729,79.528607,115.182736,4.112284,220.287527
35.317595,0.671348,86.794866,212.966351,5.040272,340.791309
28.967768,0.615055,88.609217,89.993908,4.100666,212.287306
25.758011,0.589527,90.609757,116.813609,3.887311,237.661591
24.237664,0.801551,97.146320,182.754756,4.357731,309.301937
23.967435,1.069184,87.693792,130.973673,4.602206,248.310771
22.825002,0.619689,86.879552,104.211183,4.214341,218.750402
21.379246,0.544229,84.738824,107.723559,3.877133,218.263907
21.503262,0.617583,89.990295,123.564863,4.185183,239.861772
20.639170,0.514972,119.504119,143.622669,4.184461,288.465992
20.786758,0.594076,79.408187,132.497924,7.877287,241.164966
19.925056,0.536041,80.632488,108.483486,4.919190,214.497132
19.241507,0.547515,105.278522,138.404435,4.534468,268.007041
19.075478,0.563457,84.409222,115.397440,4.146544,223.592933
18.597312,0.496998,79.864873,114.945493,3.946203,217.851552
18.255965,0.482809,86.348893,114.608751,3.964837,223.662035
18.029071,0.498338,74.856668,155.956267,3.881972,253.223066
17.842025,0.649852,75.882350,95.834816,3.645017,193.854863
17.597089,0.464278,80.773832,151.797731,4.518309,255.152297
17.161779,0.450366,81.535273,108.613706,4.807737,212.569654
17.267885,0.509328,111.224737,103.438728,3.966410,236.407738
16.985930,0.771258,81.214569,123.075016,4.175611,226.223096
16.764295,0.522716,79.713155,86.142913,3.410756,186.555270
16.626940,0.495988,80.435309,132.232852,5.354510,235.146468
16.024622,0.498414,68.503326,92.885626,3.136169,181.048868
16.098543,0.526743,71.888637,69.353843,3.176619,161.045052
15.360549,0.397700,61.552037,69.518991,2.948474,149.778551
20.907853,0.364497,61.991418,68.059796,2.420727,153.744887
19.028186,0.341232,65.462612,49.688621,2.525867,137.047222
17.870032,0.419191,66.232962,70.023941,2.103489,156.650369
17.880694,0.523885,65.010635,55.218753,2.432831,141.067386
29.475241,0.388825,54.454459,61.578761,1.803399,147.701392
24.661795,0.300621,60.803780,112.089335,2.296745,200.153075
24.108620,0.407205,57.748150,62.501014,1.936080,146.701692
21.916734,0.332840,55.736207,62.673993,2.021433,142.682210
22.430268,1.082622,69.567468,92.530531,2.681504,188.300909
22.602893,0.617153,65.410605,92.868301,2.079415,183.578974
26.381228,0.377980,68.768191,74.585551,2.230041,172.343533
23.471864,0.416126,69.444962,104.360903,2.346126,200.040638
67.605235,0.520331,77.634369,105.054588,3.102763,253.917973
28.306196,0.443570,79.819968,134.897910,3.290345,246.758775
27.659581,0.512989,81.909864,110.152948,3.407204,223.643245
26.014883,1.062687,194.441340,178.443740,3.647248,403.614389
25.000033,0.585774,79.721683,140.217476,3.951999,249.479264
70.072544,0.716281,87.742608,189.490631,4.007093,352.030041
29.482288,0.576969,115.575810,207.191578,4.611798,357.439192
40.270771,0.858483,82.561153,205.122159,4.433242,333.246673
31.332100,2.114537,95.302321,204.974501,5.284197,339.012134
30.514435,0.664023,72.089552,130.157437,4.362172,237.788319
26.184150,0.674650,105.004615,161.311300,4.313717,297.489399
34.680398,0.532701,58.386551,105.167348,3.731211,202.499061
47.055100,1.081543,161.245213,410.692758,10.767381,630.848172
36.765123,0.592979,110.975137,362.645032,11.726639,522.706103
48.017340,0.729961,123.562584,385.216169,15.568541,573.095646
36.312540,0.728309,134.553625,235.373954,12.876178,419.845411
38.034353,0.647513,122.288886,195.617027,12.952226,369.544768
33.483136,0.710131,140.121167,174.402915,16.303421,365.026546
35.130053,0.676401,132.214448,621.241587,12.530784,801.794064
48.290105,0.710239,146.484616,539.713674,13.574080,748.773426
38.765378,0.662960,233.703776,490.816241,19.902909,783.852232
38.537419,0.972521,126.016660,297.976766,15.079657,478.587454
38.607643,0.894433,127.981565,0.000000,0.000000,167.487273
44.395373,1.247383,202.110296,0.000000,0.000000,247.756836
41.396751,0.787286,108.621840,0.000000,0.000000,150.806501
45.388509,0.731780,132.893192,754.834504,21.029844,954.878850
30.870235,0.784947,112.244608,304.336337,14.598661,462.835734
26.717913,0.666711,107.001068,202.513837,12.872364,349.773018
25.061508,0.801169,72.578610,0.000000,0.000000,98.442001
