#Stereo rect[ms], MP culling[ms], MP creation[ms], LBA[ms], KF culling[ms], Total[ms]
17.441782,0.631327,86.490706,105.994401,5.903037,216.461933
17.358203,0.755542,89.675991,111.403958,3.913485,223.107861
17.770263,0.564706,81.647546,113.628687,5.781041,219.392855
19.010881,0.527293,86.853511,139.165774,3.308492,248.866498
18.817937,0.450854,97.408669,108.066149,3.293514,228.037728
19.319584,0.487875,84.489371,109.077089,3.287139,216.661635
19.952411,0.420731,85.951648,118.450388,3.525020,228.300979
20.558412,0.459489,89.999562,180.757723,5.523101,297.298944
20.842359,0.430100,87.599649,149.430794,5.712638,264.016195
20.608547,0.563906,90.793783,208.560591,6.437756,326.965349
33.403062,0.511678,88.066552,159.890777,7.262861,289.135508
26.080953,0.489437,80.311592,150.469717,6.103107,263.455549
27.393686,1.399495,71.925134,111.861655,3.107250,215.691595
20.366595,0.638871,49.725604,96.984191,2.453408,170.169493
18.460395,0.728740,44.841536,63.859049,1.193340,129.083596
22.631826,0.459215,35.308901,37.523256,1.209762,97.133543
36.576542,0.789947,108.289098,57.573626,9.562522,212.792761
33.512419,0.532535,108.918262,119.736179,6.491640,269.191696
47.264563,0.410263,101.376026,0.000000,0.000000,149.051594
39.067144,0.351678,118.152966,498.558238,11.812408,667.943427
44.029413,0.683820,133.116325,348.490737,10.934681,537.256016
35.887150,1.629519,186.768805,419.408105,9.037646,652.736416
31.848274,0.597636,107.831909,337.723829,9.376890,487.379372
36.447014,0.693949,122.677059,321.347283,11.955365,493.121533
34.745770,0.731547,113.355912,0.000000,0.000000,148.841069
32.862879,0.522062,111.343155,466.661053,10.925524,622.315615
28.848087,0.492666,97.481999,298.771939,7.228842,432.824213
25.897630,0.457043,97.768909,208.400642,7.283739,339.808894
24.429101,0.411846,87.403549,48.614599,8.803191,169.662921
22.986482,0.419210,93.840612,241.148882,6.432610,364.828803
22.441042,0.540671,86.734720,201.761869,8.385428,319.864738
20.587912,0.539385,92.889674,185.485722,8.096470,307.599969
19.670097,0.529668,93.507014,183.903048,5.179228,302.789930
20.175784,0.607756,88.094450,132.902082,5.263482,247.044267
19.872683,0.657569,87.184798,105.877413,5.152848,218.745989
19.734725,0.538047,101.422801,216.470563,5.321006,343.487784
19.856850,0.529325,101.434776,162.648759,5.106166,289.576450
19.796410,0.571961,100.739133,140.475951,5.680290,267.264585
19.483444,0.812748,93.703297,149.453709,4.462561,267.916639
19.390539,0.660672,90.018898,117.755392,5.437144,233.263374
19.069193,0.546103,95.427182,156.559585,5.334734,276.937424
18.934657,0.544271,89.955237,125.436610,5.239837,240.111235
18.821112,0.598324,92.122077,158.570255,4.410539,274.523056
17.882497,0.594402,89.151351,116.497610,4.358995,228.485639
18.401679,0.727875,92.682984,138.975966,4.269543,255.058747
18.540795,0.563450,87.470710,140.622732,4.323390,251.521946
19.112790,0.650916,83.382877,129.447500,4.447521,237.042294
18.863828,0.558261,87.811194,132.963269,4.194402,244.391757
19.023351,0.530933,87.790783,134.086992,4.031196,245.464105
19.289881,0.513069,97.979275,105.926490,4.164490,227.874056
20.847840,0.516443,86.643324,189.778006,4.745926,302.532422
21.012654,0.500428,85.883659,153.913627,4.614784,265.925861
20.385759,0.596237,91.524191,156.314017,4.363431,273.186767
20.112403,0.552649,93.715952,211.170746,4.478804,330.031322
34.945143,0.677819,93.547062,160.723744,4.588946,294.483421
27.767626,0.648096,86.127789,186.207779,5.330795,306.082999
25.620506,1.333992,91.579236,184.315369,5.136273,307.989073
23.482337,0.621916,84.188134,163.018500,5.060950,276.373069
22.326011,0.620313,85.112209,170.125549,5.784540,283.970148
21.576972,1.139191,83.163873,161.287270,4.597761,271.768327
21.929901,0.590540,86.583646,148.979192,4.727881,262.811913
23.516687,0.702090,85.608231,182.944771,5.425866,298.198751
22.233542,0.585187,94.946048,176.684087,5.794914,300.244747
24.614947,0.648787,97.755229,164.906364,5.453760,293.379855
34.199498,0.941329,90.085258,178.483543,6.261241,309.971650
29.421197,0.793357,85.100932,191.433744,4.538737,311.299398
57.029738,1.741744,75.315016,133.452249,3.800479,271.339697
23.723303,0.583227,75.131004,96.740891,5.437018,201.615995
22.779379,0.581963,101.681186,118.741416,5.390464,249.177572
21.811184,0.715386,85.081408,98.166159,5.214319,210.989129
20.704542,0.638661,89.289440,87.840662,5.077765,203.551790
20.125124,0.512252,79.841513,123.959963,5.160016,229.599628
19.941048,0.705429,90.221864,72.237569,4.907142,188.021133
19.235583,0.630782,84.629013,97.929814,4.109857,206.535539
18.007601,0.787546,83.018599,95.683963,2.473710,199.971895
17.962016,0.874431,79.052723,68.164301,2.428547,168.482651
23.347566,0.967706,75.477062,70.862749,2.602671,173.258433
31.993561,0.879828,64.246383,62.040774,1.610668,160.771921
25.661247,0.517311,55.844288,57.334087,1.577545,140.935018
23.109049,0.571740,57.287984,58.153114,1.453567,140.575889
22.455407,0.501678,73.137013,69.773621,1.875921,167.744128
20.867413,0.592517,76.084576,80.728605,1.830841,180.105009
19.749134,0.680164,64.968284,82.163567,1.921741,169.483436
19.902466,0.481102,66.956069,77.282028,1.776494,166.398662
19.845209,0.439780,70.795878,62.629878,1.834848,155.546084
19.656227,0.450039,68.699679,82.757542,2.066510,173.633765
19.283847,0.567833,82.844374,74.248926,2.134568,179.083386
18.424551,0.388041,80.402414,77.573262,2.112741,178.901631
18.143971,0.407041,80.693152,90.607482,2.144192,191.996401
17.759285,0.395873,71.642928,75.301581,2.316324,167.416525
18.142971,0.354866,80.011526,75.512547,2.387239,176.409810
18.731489,0.427941,87.734898,87.309607,2.725042,196.929811
18.132561,0.640636,82.759752,129.907120,3.059804,234.500667
17.827075,0.541362,81.091690,86.135819,2.931159,188.527940
17.713317,0.638707,77.482673,92.016236,3.038989,190.890661
17.996316,0.558894,77.406769,91.410151,3.107187,190.480020
17.735012,0.440344,79.789598,102.968387,3.396418,204.334231
18.725352,0.677133,90.759994,146.955353,3.663094,260.781582
18.894858,1.114546,96.469580,123.415053,3.733489,243.628217
18.326243,0.611420,96.622962,124.829872,3.793330,244.184466
18.035063,0.778924,94.794062,121.116354,3.863143,238.588934
17.889305,0.675256,92.823790,168.209164,3.886666,283.484733
17.637541,0.664227,84.347210,121.353255,4.620306,228.623219
17.527540,0.736000,88.653407,128.042090,4.126093,239.085863
16.648243,0.623238,68.067532,117.307193,4.180424,206.827452
17.379408,0.628778,84.973110,0.000000,0.000000,102.982042
17.450415,0.510083,81.506360,20.863771,3.294590,123.626126
17.721276,0.382114,78.228892,21.158588,3.307608,120.799036
18.086823,0.372780,80.081723,138.616803,3.814101,240.972887
23.744009,0.403209,80.160114,105.366462,4.142770,213.817188
21.931516,0.405769,76.733762,96.484597,3.807394,199.363817
20.593821,0.582412,87.282836,138.513717,4.100452,251.073912
18.866080,0.541382,78.967867,77.238094,3.066585,178.680658
18.494385,0.706010,73.661276,83.753888,3.865913,180.482108
17.871749,0.483547,78.190008,77.664918,3.391224,177.602233
17.553176,0.497923,73.447225,78.740333,4.367657,174.606832
18.017143,0.534639,66.185142,67.197047,3.603989,155.538545
17.524694,0.463640,65.062650,54.142585,4.178118,141.372594
17.499466,0.412693,58.820056,78.043129,4.034347,158.810350
17.425533,0.393066,67.564067,63.319013,4.237293,152.939785
16.860871,0.487444,73.897938,85.845015,3.743182,180.835315
17.679682,0.581614,86.912041,94.585491,4.281981,204.041586
16.605830,0.614918,76.764636,91.170417,4.436450,189.592835
15.435744,0.669770,58.120288,47.874627,1.737786,123.838745
15.165546,0.623573,47.822959,61.251914,1.436178,126.300975
15.473294,0.450660,58.872575,63.061025,1.301970,139.160339
16.769662,0.537960,42.332535,64.600858,1.166803,125.408637
16.998801,0.512101,46.622830,75.529397,1.384812,141.048569
17.651549,0.511324,50.555213,92.706174,1.703289,163.128155
31.068559,0.519042,56.545101,96.570411,1.837284,186.541054
26.848334,0.624830,62.750071,77.291370,2.018807,169.533951
24.522753,0.829410,56.915392,91.266617,2.543063,176.080273
23.184454,1.431769,58.874855,104.003724,2.761153,190.260935
21.168137,0.528896,59.327348,130.415401,2.700155,214.140630
41.596793,0.755706,76.204000,96.476964,2.762751,217.797282
19.048585,0.491458,65.032185,98.770015,2.996377,186.339325
18.901485,0.513127,73.034221,147.577231,3.163848,243.190842
18.963607,0.570982,81.162528,123.658470,3.229987,227.586175
18.341083,0.531604,72.460726,108.606606,3.167429,203.108223
18.199191,0.543829,59.618395,103.193353,3.491747,185.047293
17.984279,0.610047,67.443181,83.268666,2.906633,172.213362
17.607057,0.429449,72.314623,81.940325,2.949902,175.241895
18.562470,0.380560,78.979060,128.224443,3.520531,229.667722
19.204958,0.502646,80.640686,105.147614,3.546852,209.043423
18.186242,0.462853,84.209287,136.854515,3.563913,243.277592
18.160899,0.564306,81.551635,108.526849,3.904242,212.708823
17.569925,0.551876,81.768094,141.614499,3.805046,245.310253
17.382995,0.567164,77.111980,116.474893,4.453286,215.991025
17.595698,0.684686,78.278830,107.967996,4.174809,208.703074
17.952552,0.441862,79.956758,112.811545,4.350366,215.513821
17.919159,0.453513,75.073703,104.125383,4.167906,201.740351
17.586515,0.456428,84.163980,116.344754,4.462560,223.014958
17.586692,0.593229,78.922415,169.843954,4.695678,271.642829
16.955609,0.604873,75.060877,104.465578,4.458960,201.546525
16.470022,0.480312,73.470312,106.134308,5.036743,201.592264
16.363103,0.561755,72.878052,102.188291,4.463529,196.455633
16.133077,0.725897,70.716401,118.580234,4.504112,210.660280
17.064644,0.578267,86.728637,92.893164,4.711258,201.976542
15.822387,0.613926,70.132930,100.350539,4.390471,191.310868
15.796987,0.484197,73.291580,79.770347,4.477596,173.821394
15.343449,0.665951,74.158416,97.267463,4.589452,192.025546
15.880505,0.539469,73.427398,76.602897,3.337330,169.788139
15.735110,0.568523,71.723992,67.204346,4.274508,159.507066
15.809309,0.518523,72.405630,89.540769,4.284684,182.559620
16.200896,0.438259,72.505615,60.373188,3.672474,153.191115
16.342871,0.421457,73.827486,81.919061,4.570458,177.082002
17.070534,0.417258,82.750266,93.093274,3.557441,196.889996
17.696876,0.433276,80.901621,83.615383,4.642651,187.290702
18.244178,0.450872,85.419075,132.037828,4.723443,240.876011
18.117615,0.374092,81.921755,90.305094,17.813129,208.532583
21.176729,0.503740,89.178213,98.721655,4.954423,214.535455
27.164385,0.506333,89.042448,142.922262,4.956653,264.592812
19.835631,0.380101,89.837663,115.976279,3.943642,229.974041
19.548342,0.459632,94.701298,175.413930,5.709020,295.832785
19.781883,0.797573,98.667536,159.127388,4.805406,283.180863
24.924723,0.646199,98.526224,200.684882,5.063609,329.846415
21.826809,0.651895,90.875686,191.358423,4.598412,309.311880
19.907625,0.699598,81.072151,123.907225,4.272768,229.860042
18.340136,0.664788,70.486730,109.134736,4.075250,202.702239
17.493798,0.592796,56.091413,90.952133,2.805341,167.936127
17.723551,0.587859,56.847577,80.382408,1.953896,157.496359
17.669835,0.446670,55.921294,90.269579,2.050540,166.358593
18.013038,0.524613,64.552996,98.529524,2.164664,183.785358
18.324522,0.467773,71.763608,114.565064,2.067884,207.189451
18.287016,0.483080,72.906545,81.810908,2.292150,175.780329
18.530656,0.470816,77.324766,124.931104,2.828688,224.086779
19.249442,0.618168,77.383090,99.456127,2.922349,199.629778
18.324743,0.530937,77.137794,144.374997,3.092406,243.461528
18.476047,0.730112,83.963106,112.613082,3.513144,219.296139
18.265165,0.539081,77.454680,121.277708,3.323606,220.860841
17.884937,0.674983,77.404403,175.225409,3.427590,274.618297
18.372554,0.517602,72.126182,124.746849,3.577658,219.341603
18.701832,0.691155,73.234318,178.866414,3.604533,275.099018
18.624413,0.555369,77.764785,139.716950,11.427649,248.089967
18.925196,0.573011,75.005421,149.442079,4.094257,248.040838
18.578064,0.570555,73.586606,154.199851,4.266515,251.202361
19.267622,0.556376,91.588415,140.905657,4.349810,256.668488
19.668404,0.470749,78.114228,157.700546,4.393381,260.351403
33.586604,0.437972,82.807021,238.906610,5.229042,360.967895
28.356760,0.577750,86.774309,181.481031,5.556804,302.747248
25.434254,0.536185,93.554930,295.460329,5.355670,420.346094
23.331174,1.022370,85.839128,201.734323,6.037243,317.964896
23.589594,0.866534,89.801478,205.745692,5.691714,325.695654
21.613418,0.676479,85.596843,217.253331,6.144876,331.285703
20.958526,0.765999,81.891143,189.316656,5.480819,298.413933
21.477273,0.581962,87.376722,171.560377,19.426441,300.423391
21.513662,0.604534,82.332724,109.875002,5.025485,219.352109
21.998392,0.535372,27.224384,0.000000,0.000000,49.758858
22.752087,0.563657,83.915192,45.588924,6.865622,159.686164
23.975978,0.349489,71.340082,0.000000,0.000000,95.666019
24.151419,0.295379,69.459605,0.000000,0.000000,93.906863
24.509777,0.288413,75.380174,0.000000,0.000000,100.178786
30.415107,0.249938,102.689474,0.000000,0.000000,133.354982
30.135746,0.261513,80.392104,0.000000,0.000000,110.790046
43.696445,0.317583,79.048063,0.000000,0.000000,123.062743
30.333060,0.295270,77.730622,0.000000,0.000000,108.359491
29.681409,0.235161,75.958745,0.000000,0.000000,105.875840
30.889015,0.240912,102.356560,535.372379,9.376886,678.236696
44.589021,0.418185,108.788024,421.134494,10.945385,585.875977
40.045196,1.444568,132.226266,486.453443,11.478613,671.654090
49.627831,0.756456,107.966954,455.888162,13.106039,627.346399
37.617745,1.048065,109.485302,501.170821,8.976471,658.299272
43.223549,1.144310,87.134091,359.891842,7.674844,499.069257
32.203117,0.636039,85.721832,150.427174,6.832584,275.821310
32.781560,1.446170,90.509657,323.376312,6.800888,454.920561
27.880423,0.630584,86.389003,60.629701,7.460934,182.991410
28.866037,0.644328,91.924348,257.656085,6.874219,385.965660
27.082606,0.565663,91.778910,57.080440,7.558428,184.067201
26.367084,0.512902,93.256694,125.515563,6.610423,252.263212
24.081935,0.415452,114.425940,57.779388,8.739499,205.443390
25.539230,0.461349,94.221657,348.940531,7.113769,476.277128
28.328839,0.557917,89.213700,244.667075,7.508585,370.276727
43.871076,0.468882,86.750744,171.660665,6.883507,309.635615
32.302771,0.580951,87.659058,218.539258,6.290180,345.372914
28.325118,0.464485,85.707375,205.720341,6.703158,326.921261
25.785767,0.499308,87.312667,213.654875,6.223830,333.477373
26.418305,0.533164,83.881054,78.242851,4.230880,193.306974
23.385442,0.460200,81.008658,235.075254,6.944659,346.874931
27.422258,0.525417,75.635912,0.000000,0.000000,103.584158
27.785567,0.441730,91.279252,167.107504,7.444523,294.059333
21.881289,0.379834,90.634156,135.417190,8.478784,256.792567
21.748604,1.351472,94.369869,154.183723,7.183601,278.843004
20.774764,0.866169,120.460855,93.046918,5.433572,240.582846
19.534524,0.415498,79.947995,107.244421,6.850458,213.993488
21.651128,0.430265,80.388740,86.298636,4.726066,193.495442
22.440952,0.480027,76.452049,107.404245,3.421475,210.199368
20.834751,0.456515,81.226321,87.063236,2.818731,192.400234
32.592220,0.455066,69.777165,87.302787,3.700720,193.828713
26.795299,0.429842,77.389686,83.151426,3.077243,190.844429
24.326490,0.386172,131.118582,122.006630,3.097340,280.940139
23.720864,0.600840,85.147137,85.344797,2.674599,197.488867
22.279476,0.718477,83.434618,94.988004,2.904832,204.325950
28.253527,0.461534,82.692909,95.294089,3.517859,210.220891
35.642592,0.664481,77.429922,121.375139,3.438218,238.551230
28.914044,0.563505,83.742189,94.028253,3.786031,211.034837
26.592486,0.641295,81.939681,107.727342,4.332336,221.234361
24.813450,1.996387,82.419221,144.110299,3.624862,256.967459
22.309464,0.669208,76.950757,113.320298,4.321879,217.572263
21.404097,0.670966,79.042307,110.441326,4.159478,215.721659
21.414242,0.710963,73.946954,116.411870,4.029301,216.513976
20.529532,0.766883,70.199493,117.735743,3.508669,212.741055
38.657961,0.596255,72.856308,92.408022,3.480367,207.999578
24.615786,0.443959,72.348824,92.573320,3.575609,193.558105
22.288238,0.432028,76.836616,90.330350,4.510755,194.398673
21.749845,0.559881,73.962572,48.742249,3.034798,148.049926
19.754735,0.319448,64.867542,0.000000,0.000000,84.942517
19.149368,0.396204,77.497952,111.450718,3.490588,211.985405
19.652818,0.416159,81.655436,86.879640,2.993862,191.598625
20.111425,0.405949,81.949542,96.782997,3.425033,202.675816
19.286379,0.518292,76.408598,117.341444,3.805972,217.361166
19.199909,0.592539,77.532643,88.784698,3.305538,189.416001
18.867233,0.506996,77.227849,119.078584,3.933344,219.614666
18.362035,0.528968,74.274329,90.892842,4.141531,188.200329
19.006189,0.533231,82.430327,93.673438,3.934039,199.578066
30.794826,0.541656,87.041987,97.281791,4.487795,220.148589
20.067917,0.483450,102.091194,144.081978,4.151271,270.876563
20.289478,0.679036,114.464821,161.117025,4.387582,300.938858
20.541767,0.903605,115.898646,158.536327,5.478658,301.359929
18.219719,0.946683,104.785089,145.948690,3.617572,273.518453
16.980681,0.852578,71.742052,135.963081,3.775025,229.314185
16.956581,0.903149,63.551914,90.762844,3.183388,175.358787
15.969455,0.552473,45.263801,80.647665,2.020181,144.454310
17.224899,0.434508,46.734709,72.447064,2.142506,138.984321
18.276932,0.489865,57.583994,0.000000,0.000000,76.351634
39.744970,1.557815,129.503135,514.262219,8.216562,693.290113
28.903707,0.522291,102.190287,276.061093,32.189926,439.867980
26.139923,0.630687,99.714125,269.623344,9.592665,405.701989
26.795932,0.693750,96.757249,312.515371,9.315671,446.078629
40.213784,0.707543,94.486857,0.000000,0.000000,135.409274
33.228571,0.682430,98.488005,143.611244,7.069091,283.080304
31.344140,0.670087,98.726207,47.116948,6.490994,184.349485
29.716815,0.598865,118.289519,226.982396,7.984688,383.573241
28.211269,0.835210,104.776955,179.142824,6.850457,319.817654
28.280941,0.646923,96.576660,221.059894,8.343873,354.908939
26.483276,0.979425,95.305319,191.694292,7.017364,321.480817
23.984168,0.773535,98.464237,330.528220,9.773671,463.524771
23.089847,0.832278,96.630316,203.160922,7.259535,330.973793
24.371085,0.763206,100.198336,206.925838,7.302146,339.561667
23.232558,0.795680,99.114418,199.915554,6.459449,329.518614
22.553388,0.718374,107.062363,275.931945,7.386532,413.653355
22.504039,0.740833,134.041090,296.523344,8.404513,462.214642
21.354102,0.767972,101.710172,233.319840,6.915288,364.068301
20.655168,0.860884,96.160149,207.891431,9.636230,335.204767
20.407118,0.797362,84.764546,164.113710,9.781719,279.865715
20.055955,0.635617,93.908846,151.994330,9.789539,276.385278
20.059280,0.689109,94.092150,163.557178,10.108307,288.506776
20.267561,0.748981,98.208015,190.767582,12.848810,322.841679
19.812219,0.717572,90.192806,172.632074,10.255061,293.610429
19.528901,0.720473,84.001582,181.899786,12.147084,298.298896
20.150326,0.644243,81.906132,174.885213,4.788208,282.374651
22.091980,0.628065,92.010068,160.789059,4.860269,280.380614
27.847999,1.191491,97.188853,195.950774,5.162999,327.346488
21.910203,0.745669,88.545488,159.950842,10.828525,281.981479
21.955610,0.519996,92.658045,221.758879,10.753471,347.646839
21.754420,0.627854,89.589730,183.906276,11.352668,307.231650
26.184320,0.616215,90.164612,167.744377,10.869961,295.580156
36.290835,0.653911,83.898421,150.745051,10.950941,282.540045
31.035791,0.660024,84.640259,199.293337,11.167003,326.797105
27.953417,0.624283,84.041042,139.708179,10.938244,263.265988
26.686010,0.632651,83.196367,148.412728,4.591048,263.519511
25.527818,0.552072,87.037391,110.915760,4.494715,228.528223
26.141974,0.519388,68.194012,0.000000,0.000000,94.856030
26.321022,0.376252,71.553171,0.000000,0.000000,98.251060
26.044299,0.303178,83.471712,0.000000,0.000000,109.819751
28.393815,0.332358,100.663365,129.579032,5.391338,264.360940
29.267040,0.389513,99.645319,223.060228,5.504352,357.871437
33.292450,0.955780,108.279399,389.783916,13.945832,546.259585
26.133928,0.570071,99.979936,282.943555,12.092357,421.721708
24.859942,0.661945,89.199118,216.937864,12.156988,343.816910
22.243865,0.615674,95.458444,235.516537,13.402426,367.237514
28.529917,0.642013,93.916807,241.647689,13.541329,378.278650
41.157003,0.664630,91.227386,235.342144,14.922500,383.314488
32.505411,0.827803,89.505398,221.021747,6.033145,349.894140
29.490297,0.784221,86.688609,233.650877,16.776786,367.391798
34.802802,1.664217,105.716928,274.767055,15.296282,432.253765
26.444784,0.764571,92.254827,201.146890,11.640040,332.251962
26.639871,0.734088,98.552382,248.615455,6.289048,380.832043
29.981335,0.820416,97.408835,224.784081,5.754561,358.750019
27.156780,0.747318,96.079730,197.430780,5.827213,327.242700
24.644251,0.660503,87.988106,188.055505,11.249183,312.598367
23.653052,0.591462,97.779867,200.763807,18.414225,341.203169
35.062104,0.570666,95.129484,175.371065,16.002076,322.136159
29.187101,0.652505,92.274097,180.808935,28.165257,331.092489
27.111456,0.904496,95.261932,166.863115,13.074264,303.218542
26.387340,0.678825,92.577432,122.686290,12.360738,254.691342
25.799757,0.686376,91.221467,165.283694,14.132793,297.124851
30.632024,0.712727,90.730951,198.066930,14.046878,334.190578
38.921364,0.675243,91.065145,141.882125,7.133277,279.677897
31.619427,0.830303,108.538210,192.999498,17.175707,351.168600
25.408532,0.803562,79.651122,103.616810,2.511689,211.992201
23.170261,0.711283,52.118855,73.244475,2.404618,151.650133
21.517472,1.026137,39.384236,54.976386,1.142182,118.050836
21.472444,0.519643,40.020815,63.553695,1.131253,126.698221
25.760255,0.533658,45.314920,88.437787,1.288822,161.336125
23.642160,0.483869,47.631268,77.240191,1.464314,150.462403
22.463780,0.387507,53.263558,64.343650,1.639540,142.098720
21.479806,0.421339,57.447641,85.724618,1.738616,166.812612
20.883273,0.429724,60.983360,97.358226,2.014196,181.669445
20.079768,0.509831,66.551689,90.574390,2.522022,180.238552
19.817738,0.494304,68.390599,116.977273,2.494026,208.174676
19.086774,0.523945,71.172977,88.985354,2.583798,182.353451
19.073088,0.502846,61.531662,127.446799,2.582346,211.137359
18.586598,0.442572,84.886663,104.345442,2.894577,211.156466
31.381805,0.532168,64.549835,107.205249,2.993289,206.663233
26.659639,0.564904,72.909219,164.029508,3.533180,267.697420
25.491136,0.742280,72.519534,127.443994,3.628867,229.826387
23.697982,0.576685,72.176712,157.000427,3.681595,257.139495
23.043211,0.929864,73.567396,123.038530,3.665026,224.244669
23.116370,0.460688,82.573439,140.355707,3.903301,250.410479
22.645030,0.479885,85.989315,149.144478,4.237015,262.496328
21.690401,0.554730,83.960139,158.400415,4.497097,269.103441
20.282997,0.668538,87.001593,169.635930,4.373826,281.963631
19.693369,1.046214,89.689287,123.592233,4.203654,238.230251
19.196937,0.737690,87.901787,114.935289,4.073815,226.846274
18.369943,0.782160,77.133194,98.966166,3.923805,199.178939
17.875318,0.618898,88.797837,97.849218,3.964010,209.106505
17.421269,0.581113,77.420996,87.968811,3.841982,187.234845
24.168453,0.613394,92.390057,136.221137,4.224036,257.618065
22.403352,0.621360,89.800945,89.357743,3.924617,206.108718
20.679723,0.529732,77.593464,100.427899,3.824162,203.055736
19.269700,0.640536,75.584959,77.025323,3.127761,175.648870
18.921898,0.428409,76.785945,76.559165,2.816969,175.513419
19.782414,0.497626,75.239121,97.925230,2.964070,196.409193
18.839408,0.489408,76.266885,75.792894,2.830502,174.219795
37.108718,0.646361,79.567520,120.752707,3.649792,241.725864
27.354592,0.534135,83.716210,132.863298,3.416254,247.885208
26.559896,1.543896,92.683549,133.154469,2.684626,256.630562
23.224796,0.577592,80.265598,88.162342,2.627463,194.858461
22.256494,0.448071,79.808101,94.467079,2.686379,199.666738
22.548571,0.754441,82.399327,141.382603,3.035536,250.121126
21.555892,0.474236,81.438199,111.077785,3.507239,218.054129
20.786338,0.439372,80.569084,111.889955,3.560605,217.246008
20.866616,0.542211,88.521308,176.004907,3.898949,289.834636
20.679943,0.601154,98.704193,180.018589,4.203696,304.208528
19.527207,0.821621,84.271662,152.140024,3.961255,260.722431
22.855843,0.716492,69.592377,167.077560,3.377644,263.620604
34.925738,0.713906,54.390591,73.256537,2.155718,165.443018
27.420617,0.643716,59.067739,76.297910,2.001712,165.432334
25.015593,1.004156,48.757481,104.492148,1.886198,181.160003
23.821837,1.579158,39.351589,145.081256,1.989258,211.824032
22.718106,0.687868,41.619987,79.320769,1.481294,145.828458
21.226009,0.865637,49.181507,89.007781,1.645196,161.926683
25.094352,0.654332,51.112289,90.894125,1.823376,169.579156
23.294475,0.733028,55.666157,99.590250,2.006010,181.290608
34.190992,0.699090,58.943838,79.322226,2.191852,175.348722
27.002614,0.566398,94.557007,123.309959,2.502106,247.938948
25.338066,0.744905,68.183902,88.102551,3.088234,185.458601
24.558519,1.455361,77.410459,112.078813,2.643250,218.149517
23.784007,0.827058,69.043507,142.476082,3.121038,239.253691
22.092335,0.557923,76.940467,113.999277,3.318404,216.908901
33.500177,0.614834,71.691860,112.745623,3.810498,222.363839
22.362336,0.526769,72.181418,152.097409,3.461213,250.629883
26.218912,0.512312,76.050186,101.239562,3.290386,207.312203
24.080982,0.617676,79.955770,143.014038,3.422825,251.092239
35.605671,0.638041,90.401663,142.561643,3.633469,272.841168
28.870093,0.849750,94.142424,160.828530,4.268448,288.965405
26.573260,1.432876,91.149042,153.683441,3.768180,276.610470
24.549487,0.755049,94.372397,122.182821,4.194527,246.055259
22.971962,0.733333,90.785082,126.214483,4.201772,244.907258
21.958891,0.870208,89.931520,169.250350,4.412258,286.423934
26.502239,0.712460,83.556615,110.011926,4.289820,225.073761
24.120587,0.642844,85.675209,112.516698,4.008512,226.964533
23.133624,0.564634,92.124681,131.506693,4.833958,252.164256
22.878040,0.521063,86.316290,187.264061,5.052252,302.032457
22.058688,0.590891,91.560811,150.056225,5.125653,269.393248
21.753655,0.516941,129.870187,176.986998,5.522399,334.650970
21.878253,0.533417,87.950199,150.972522,5.288262,266.623356
36.012826,0.497702,91.107518,134.091788,5.263008,266.973781
27.854997,0.546260,86.164424,101.020001,19.492508,235.083386
24.282197,1.302012,71.007945,108.636738,2.112664,207.345040
22.324956,0.610444,52.812013,69.004185,1.745346,146.497655
21.586292,0.691523,59.088623,73.152663,1.776516,156.296158
25.835102,0.529349,52.805371,81.533347,1.645948,162.349717
23.609197,0.590400,40.900458,75.101840,1.575174,141.777676
22.075135,0.519755,44.405318,82.761880,1.760507,151.523567
20.809302,0.529173,37.432079,74.606309,1.647702,135.025266
20.295883,0.533113,44.237109,81.922059,1.840405,148.829067
31.229183,0.459957,43.471479,141.093594,2.064815,218.319705
26.048468,0.491824,48.696787,72.301798,2.101495,149.641137
23.646041,0.536462,49.279413,89.913515,2.036314,165.412273
23.192720,0.587665,57.072586,77.754304,2.478652,161.086588
21.233183,0.575838,56.726755,107.941206,2.498695,188.976344
20.291516,0.637387,61.125648,104.675467,2.482514,189.213309
19.566800,0.634809,88.811890,87.192138,2.708373,198.914567
19.025915,0.685424,64.009605,113.578608,2.623120,199.923581
18.136983,0.651966,61.997975,101.454864,2.450528,184.692865
18.666035,0.685101,69.211555,78.826490,2.565600,169.955756
18.321836,0.528722,73.468887,84.497241,2.729643,179.547142
17.991641,0.476340,68.853688,110.586172,2.743898,200.652390
18.399106,0.556388,79.145852,110.198639,2.764293,211.065007
18.136111,0.669603,92.698902,158.162414,3.703284,273.375297
19.715750,1.286673,93.577580,144.432323,3.295007,262.311830
19.386820,0.998906,84.198766,146.477779,3.526194,254.589273
19.182831,0.730211,86.174330,117.427449,3.545626,227.061167
37.734458,0.892151,87.338469,89.244630,3.867607,219.077999
24.097729,0.501579,83.245720,117.944206,3.705161,229.494985
23.000817,0.429239,86.248063,125.204708,3.827674,238.711139
38.031833,0.454264,112.711500,182.121421,4.614350,337.934331
30.100366,0.535051,88.462031,127.119325,4.513001,250.730521
26.987751,0.500218,92.724413,215.981638,5.890393,342.087781
26.699220,0.990829,103.789736,251.544817,5.361767,388.392361
24.287900,0.728137,134.784514,192.676142,5.924508,358.402415
28.004095,0.931517,107.853145,222.218194,5.720390,364.728161
38.401505,0.759178,65.126325,73.966612,2.157856,180.412107
28.569246,2.077072,59.044883,156.445739,1.863625,248.005537
